filename,program,branch_pattern,cache_pattern,size_tier,predictor_stress_type,expected_dominant_miss_type,backend,compiler,arch,SIZE,N,SEED,warmup_iterations,taken,nottaken,sink,validation,reps,roi_elapsed_seconds_mean,roi_elapsed_seconds_median,roi_elapsed_seconds_stddev,perf_available,instructions_total,cycles_total,branches_total,branch_misses_total,cache_references_total,cache_misses_total,task_clock_ms,context_switches,cpu_migrations,page_faults,time_elapsed,observed_ipc,observed_cpi,observed_branch_miss_rate,observed_cache_miss_rate,observed_branch_density,observed_cache_refs_per_instruction,branches_to_N_ratio,plausible
1949_grid_b39_dual_lcg_xor_chaos__c49_binary_heap_parent_child,1949_grid_b39_dual_lcg_xor_chaos__c49_binary_heap_parent_child.c,dual_lcg_xor_chaos,binary_heap_parent_child,large_L3,stochastic,capacity (uniform random),native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,0,5000000,18441427354173917996,PASS,5,0.048429863,0.048647481,0.000474542,1,198878919.0,199808932.4,38131900.4,3670149.8,843615.4,230753.2,0,1.2,0.0,1091.4,0.052382,0.99542,1.0047,0.096249,0.272714,0.191734,0.004242,7.62638,1
1950_grid_b39_dual_lcg_xor_chaos__c50_streaming_with_periodic_flush,1950_grid_b39_dual_lcg_xor_chaos__c50_streaming_with_periodic_flush.c,dual_lcg_xor_chaos,streaming_with_periodic_flush,xlarge_DRAM,stochastic,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,0,8000000,18438157855366266928,PASS,5,0.02133863,0.021319158,6.6266e-05,1,322718186.8,151446216.6,47295282.2,10123.0,1213998.2,785871.6,0,0.0,0.0,8259.4,0.042094,2.13094,0.46928,0.000214,0.647343,0.146553,0.003762,5.9119,1
1951_grid_b40_collatz_value_transform__c01_sequential_unit_stride,1951_grid_b40_collatz_value_transform__c01_sequential_unit_stride.c,collatz_value_transform,sequential_unit_stride,xlarge_DRAM,value-dependent,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,0,8000000,18438156181883348864,PASS,5,0.004771639,0.004706577,0.000161548,1,191650157.0,87562776.8,22690495.2,8660.8,1192321.6,910472.8,0,0.8,0.0,8259.4,0.023585,2.18906,0.4569,0.000381,0.763584,0.118395,0.006221,2.83632,1
1952_grid_b40_collatz_value_transform__c02_sequential_wraparound_large,1952_grid_b40_collatz_value_transform__c02_sequential_wraparound_large.c,collatz_value_transform,sequential_wraparound_large,small_L1,value-dependent,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,0,1000000,18445670184474400896,PASS,5,0.000706338,0.000713467,1.6898e-05,1,18477483.8,3976940.2,1260442.2,6319.2,27919.8,13016.4,0,0.0,0.0,71.0,0.000953,4.6464,0.21522,0.005014,0.466217,0.068215,0.001511,1.26042,1
1953_grid_b40_collatz_value_transform__c03_fixed_stride_small,1953_grid_b40_collatz_value_transform__c03_fixed_stride_small.c,collatz_value_transform,fixed_stride_small,medium_L2,value-dependent,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,0,3000000,18443525429433885696,PASS,5,0.002713236,0.002712184,3.242e-06,1,49560427.6,12239851.2,3476353.6,6744.8,36626.8,17861.2,0,0.2,0.0,131.4,0.003249,4.04912,0.24698,0.00194,0.487538,0.070143,0.000739,1.1588,1
1954_grid_b40_collatz_value_transform__c04_fixed_stride_large,1954_grid_b40_collatz_value_transform__c04_fixed_stride_large.c,collatz_value_transform,fixed_stride_large,large_L3,value-dependent,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,0,5000000,18441375143599953280,PASS,5,0.021751992,0.021643857,0.00028439,1,94834408.0,95202805.0,7188014.4,7814.4,9261798.2,407478.2,0,1.0,0.0,1092.2,0.023289,0.99624,1.00388,0.001087,0.043989,0.075795,0.097663,1.4376,1
1955_grid_b40_collatz_value_transform__c05_random_small_working_set,1955_grid_b40_collatz_value_transform__c05_random_small_working_set.c,collatz_value_transform,random_small_working_set,xlarge_DRAM,value-dependent,temporal reuse (capacity-sensitive),native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,0,8000000,18438158213147488640,PASS,5,0.010300285,0.010343877,7.3898e-05,1,224441395.6,108721156.4,22682164.6,9135.6,685725.8,608866.4,0,0.6,0.0,8260.0,0.029892,2.06438,0.4844,0.000403,0.887907,0.10106,0.003055,2.83526,1
1956_grid_b40_collatz_value_transform__c06_random_full_working_set,1956_grid_b40_collatz_value_transform__c06_random_full_working_set.c,collatz_value_transform,random_full_working_set,small_L1,value-dependent,capacity (uniform random),native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,0,1000000,18445670188060503328,PASS,5,0.001324417,0.001320024,1.5714e-05,1,19617037.8,6451865.6,1266151.8,6556.4,30322.6,13761.2,0,0.2,0.0,71.0,0.002206,3.04104,0.32888,0.005177,0.451938,0.064543,0.001545,1.26616,1
1957_grid_b40_collatz_value_transform__c07_matrix_row_major,1957_grid_b40_collatz_value_transform__c07_matrix_row_major.c,collatz_value_transform,matrix_row_major,medium_L2,value-dependent,mixed spatial (traversal-order dependent),native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,0,3000000,18443523268487979264,PASS,5,0.016069159,0.016058716,2.4853e-05,1,72201105.6,66121543.8,3515830.0,7371.0,48793.4,24763.2,0,0.2,0.0,131.6,0.017557,1.09194,0.91582,0.002097,0.507397,0.048695,0.000676,1.17194,1
1958_grid_b40_collatz_value_transform__c08_matrix_col_major,1958_grid_b40_collatz_value_transform__c08_matrix_col_major.c,collatz_value_transform,matrix_col_major,large_L3,value-dependent,mixed spatial (traversal-order dependent),native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,0,5000000,18441378502836266944,PASS,5,0.033336032,0.033536226,0.000384297,1,126223648.0,140932374.6,7219616.2,8174.2,5384549.2,200456.2,0,0.6,0.0,1091.4,0.037802,0.89572,1.11654,0.001132,0.037226,0.057197,0.042659,1.44392,1
1959_grid_b40_collatz_value_transform__c09_matrix_tiled_blocked,1959_grid_b40_collatz_value_transform__c09_matrix_tiled_blocked.c,collatz_value_transform,matrix_tiled_blocked,xlarge_DRAM,value-dependent,mixed spatial (traversal-order dependent),native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,0,8000000,18438156147615582592,PASS,5,0.034538471,0.034521649,5.1717e-05,1,380453740.0,202135974.6,39119242.6,9471.4,1230164.4,754352.4,0,0.8,0.0,8259.4,0.055549,1.88218,0.53128,0.000242,0.613211,0.102823,0.003233,4.88992,1
1960_grid_b40_collatz_value_transform__c10_pointer_chase_linked_list,1960_grid_b40_collatz_value_transform__c10_pointer_chase_linked_list.c,collatz_value_transform,pointer_chase_linked_list,small_L1,value-dependent,"compulsory+latency-bound (dependent loads, no prefetch)",native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,0,1000000,18445670680609988470,PASS,5,0.001383898,0.001386228,2.1218e-05,1,15311391.4,6691513.2,1276167.8,6742.4,30412.6,12088.2,0,0.0,0.0,74.2,0.0018,2.28832,0.437,0.005282,0.396222,0.083347,0.001986,1.27614,1
1961_grid_b40_collatz_value_transform__c11_sliding_window,1961_grid_b40_collatz_value_transform__c11_sliding_window.c,collatz_value_transform,sliding_window,medium_L2,value-dependent,mixed/unclassified,native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,0,3000000,18443523101961573674,PASS,5,0.003956387,0.003935781,0.000137129,1,78449123.0,17045470.4,3489569.2,7111.6,40136.6,18017.0,0,0.0,0.0,131.8,0.005068,4.60468,0.21728,0.002038,0.447464,0.044482,0.000512,1.16318,1
1962_grid_b40_collatz_value_transform__c12_prime_stride_anti_alias,1962_grid_b40_collatz_value_transform__c12_prime_stride_anti_alias.c,collatz_value_transform,prime_stride_anti_alias,large_L3,value-dependent,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,0,5000000,18441378393897747072,PASS,5,0.007274753,0.007269746,3.4246e-05,1,94681772.8,39346922.6,7162492.0,7237.0,3071526.0,124595.2,0,0.0,0.0,1091.6,0.011213,2.4065,0.41556,0.00101,0.040563,0.075648,0.032441,1.4325,1
1963_grid_b40_collatz_value_transform__c13_two_stream_interleaved,1963_grid_b40_collatz_value_transform__c13_two_stream_interleaved.c,collatz_value_transform,two_stream_interleaved,xlarge_DRAM,value-dependent,mixed/unclassified,native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,0,8000000,18438155340783803264,PASS,5,0.008217758,0.008222086,8.5285e-05,1,257082080.0,100486203.8,22653921.8,8884.2,1193865.4,770974.4,0,1.0,0.0,8259.8,0.026188,2.55842,0.39086,0.000392,0.645768,0.088119,0.004644,2.83174,1
1964_grid_b40_collatz_value_transform__c14_temporal_burst_reuse,1964_grid_b40_collatz_value_transform__c14_temporal_burst_reuse.c,collatz_value_transform,temporal_burst_reuse,small_L1,value-dependent,mixed/unclassified,native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,0,1000000,18445670285140680576,PASS,5,0.002063358,0.002069469,2.7462e-05,1,20760003.4,9409367.8,1273631.6,6787.8,30967.0,14798.4,0,0.4,0.0,70.2,0.002453,2.2064,0.45324,0.005329,0.47645,0.061349,0.001491,1.27364,1
1965_grid_b40_collatz_value_transform__c15_reverse_sequential,1965_grid_b40_collatz_value_transform__c15_reverse_sequential.c,collatz_value_transform,reverse_sequential,medium_L2,value-dependent,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,0,3000000,18443523089944529152,PASS,5,0.002212677,0.002205539,2.1402e-05,1,49596276.4,10322490.0,3481790.2,6961.2,37798.6,18477.4,0,0.0,0.0,131.8,0.003258,4.8051,0.20812,0.001999,0.487175,0.070202,0.000762,1.1606,1
1966_grid_b40_collatz_value_transform__c16_block_sparse,1966_grid_b40_collatz_value_transform__c16_block_sparse.c,collatz_value_transform,block_sparse,large_L3,value-dependent,mixed spatial (traversal-order dependent),native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,0,5000000,18441374874924997120,PASS,5,0.005619447,0.005643735,6.238e-05,1,128065472.4,31518116.8,12360417.2,68375.2,439952.0,137715.8,0,0.0,0.0,1092.0,0.009133,4.06332,0.24612,0.005532,0.312992,0.096516,0.003435,2.47208,1
1967_grid_b40_collatz_value_transform__c17_zipf_like_hot_buckets,1967_grid_b40_collatz_value_transform__c17_zipf_like_hot_buckets.c,collatz_value_transform,zipf_like_hot_buckets,xlarge_DRAM,value-dependent,temporal reuse (skewed/hot-set),native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,0,8000000,18438155088265786880,PASS,5,0.070899909,0.07173524,0.002919682,1,301962151.0,302754211.2,32593655.8,1668372.0,2497455.4,2052821.4,0,1.4,0.0,8259.6,0.091119,0.99772,1.00264,0.051187,0.821797,0.107939,0.008271,4.0742,1
1968_grid_b40_collatz_value_transform__c18_producer_consumer_two_pointer,1968_grid_b40_collatz_value_transform__c18_producer_consumer_two_pointer.c,collatz_value_transform,producer_consumer_two_pointer,small_L1,value-dependent,mixed/unclassified,native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,0,1000000,18445670228515808288,PASS,5,0.001005248,0.000974889,6.3642e-05,1,23432159.4,5218551.6,2361056.4,6460.4,28153.0,13069.8,0,0.2,0.0,70.2,0.001202,4.50122,0.2227,0.002736,0.464534,0.100761,0.001202,2.36104,1
1969_grid_b40_collatz_value_transform__c19_matrix_diagonal_wavefront,1969_grid_b40_collatz_value_transform__c19_matrix_diagonal_wavefront.c,collatz_value_transform,matrix_diagonal_wavefront,medium_L2,value-dependent,mixed spatial (traversal-order dependent),native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,0,3000000,18443522599130454235,PASS,5,0.02105572,0.02105484,3.5331e-05,1,115396878.0,86171669.4,13896870.6,20353.4,49098.8,23428.2,0,0.2,0.0,131.4,0.022897,1.33916,0.74672,0.001465,0.476986,0.120427,0.000426,4.63228,1
1970_grid_b40_collatz_value_transform__c20_hot_cold_phase_alternation,1970_grid_b40_collatz_value_transform__c20_hot_cold_phase_alternation.c,collatz_value_transform,hot_cold_phase_alternation,large_L3,value-dependent,temporal reuse (skewed/hot-set),native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,0,5000000,18441374931421062284,PASS,5,0.008222947,0.008099134,0.000324133,1,122198229.0,40523464.0,14666488.8,7204.2,1910765.0,124099.0,0,0.6,0.0,1091.8,0.009754,3.01778,0.33162,0.000491,0.064941,0.120022,0.015636,2.93328,1
1971_grid_b40_collatz_value_transform__c21_pyramid_multiresolution_stride,1971_grid_b40_collatz_value_transform__c21_pyramid_multiresolution_stride.c,collatz_value_transform,pyramid_multiresolution_stride,xlarge_DRAM,value-dependent,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,0,8000000,18438157036704677760,PASS,5,0.011365066,0.011067941,0.000712657,1,247516826.4,112175909.4,22659735.4,8778.8,2474743.8,1348699.0,0,1.0,0.0,8260.0,0.029958,2.20788,0.45322,0.000387,0.544931,0.091548,0.009998,2.83244,1
1972_grid_b40_collatz_value_transform__c22_tensor_3d_slice_poor_locality,1972_grid_b40_collatz_value_transform__c22_tensor_3d_slice_poor_locality.c,collatz_value_transform,tensor_3d_slice_poor_locality,small_L1,value-dependent,mixed/unclassified,native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,0,1000000,18445670270603223872,PASS,5,0.00144904,0.001456098,1.7236e-05,1,30607583.6,6946136.2,1265802.8,6401.2,27921.8,11645.8,0,0.0,0.0,71.0,0.00094,4.4068,0.22692,0.005056,0.417665,0.041356,0.000912,1.26578,1
1973_grid_b40_collatz_value_transform__c23_struct_of_array_field_burst,1973_grid_b40_collatz_value_transform__c23_struct_of_array_field_burst.c,collatz_value_transform,struct_of_array_field_burst,medium_L2,value-dependent,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,0,3000000,18443523248196233842,PASS,5,0.003782735,0.003756528,8.1358e-05,1,75194447.8,16412922.4,3480823.4,6963.4,38387.2,17688.8,0,0.2,0.0,131.8,0.004938,4.58342,0.21826,0.002001,0.460009,0.046291,0.00051,1.16028,1
1974_grid_b40_collatz_value_transform__c24_banked_interleaved_access,1974_grid_b40_collatz_value_transform__c24_banked_interleaved_access.c,collatz_value_transform,banked_interleaved_access,large_L3,value-dependent,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,0,5000000,18441378546004135168,PASS,5,0.006199392,0.006211789,4.5884e-05,1,125688854.2,33690894.0,7163681.6,7508.2,440270.0,117846.0,0,0.2,0.0,1091.8,0.009123,3.73076,0.26804,0.001048,0.26764,0.056995,0.003503,1.43272,1
1975_grid_b40_collatz_value_transform__c25_lru_recency_weighted_reuse,1975_grid_b40_collatz_value_transform__c25_lru_recency_weighted_reuse.c,collatz_value_transform,lru_recency_weighted_reuse,xlarge_DRAM,value-dependent,temporal reuse (capacity-sensitive),native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,0,8000000,18438153184713818086,PASS,5,0.098727604,0.101854007,0.005900633,1,361346893.6,388220400.4,34287307.2,3529702.0,5859570.0,4369349.0,0,0.4,0.0,8259.8,0.121603,0.93158,1.07436,0.102945,0.743148,0.094888,0.016216,4.2859,1
1976_grid_b40_collatz_value_transform__c26_geometric_stride_growth,1976_grid_b40_collatz_value_transform__c26_geometric_stride_growth.c,collatz_value_transform,geometric_stride_growth,small_L1,value-dependent,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,0,1000000,18445670344035601803,PASS,5,0.00095823,0.000958363,8.461e-06,1,21863869.0,5018946.4,2444922.8,6369.8,27618.4,13342.8,0,0.0,0.0,70.0,0.001843,4.35704,0.22956,0.002605,0.482761,0.111825,0.001263,2.44492,1
1977_grid_b40_collatz_value_transform__c27_reduction_broadcast_pattern,1977_grid_b40_collatz_value_transform__c27_reduction_broadcast_pattern.c,collatz_value_transform,reduction_broadcast_pattern,medium_L2,value-dependent,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,0,3000000,18443523955884389728,PASS,5,0.002078885,0.002077839,2.2462e-05,1,55131361.8,9821739.0,5871602.0,6688.8,35688.6,18759.0,0,0.2,0.0,131.6,0.001312,5.61346,0.17814,0.001139,0.525951,0.106502,0.000647,1.9572,1
1978_grid_b40_collatz_value_transform__c28_morton_zorder_traversal,1978_grid_b40_collatz_value_transform__c28_morton_zorder_traversal.c,collatz_value_transform,morton_zorder_traversal,large_L3,value-dependent,mixed spatial (traversal-order dependent),native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,0,5000000,18441378940246214400,PASS,5,0.021793239,0.021763774,0.000310228,1,318720347.0,95194982.2,17602826.6,8038.8,552810.6,248080.6,0,0.6,0.0,1091.0,0.024789,3.34884,0.2987,0.000457,0.448748,0.05523,0.001735,3.52058,1
1979_grid_b40_collatz_value_transform__c29_ping_pong_cache_thrash,1979_grid_b40_collatz_value_transform__c29_ping_pong_cache_thrash.c,collatz_value_transform,ping_pong_cache_thrash,xlarge_DRAM,value-dependent,conflict/associativity,native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,0,8000000,18438155546609471264,PASS,5,0.008052409,0.008054871,8.5425e-05,1,252766691.8,99799788.0,30668724.4,11308.4,1238048.4,929669.4,0,0.4,0.0,8259.4,0.027761,2.53276,0.39484,0.000369,0.750916,0.121332,0.004898,3.83358,1
1980_grid_b40_collatz_value_transform__c30_gather_scatter_indirect_table,1980_grid_b40_collatz_value_transform__c30_gather_scatter_indirect_table.c,collatz_value_transform,gather_scatter_indirect_table,small_L1,value-dependent,capacity (uniform random),native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,0,1000000,18445670252495720928,PASS,5,0.00077256,0.000783654,2.7557e-05,1,19653954.8,4314840.0,1271255.2,6605.6,29692.8,14405.8,0,0.0,0.0,73.4,0.00165,4.55856,0.21956,0.005195,0.48542,0.064681,0.001511,1.27124,1
1981_grid_b40_collatz_value_transform__c31_fibonacci_stride,1981_grid_b40_collatz_value_transform__c31_fibonacci_stride.c,collatz_value_transform,fibonacci_stride,medium_L2,value-dependent,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,0,3000000,18443522182673713599,PASS,5,0.006070497,0.006023776,0.000120746,1,72237046.2,25624571.2,3487715.2,7180.4,42712.0,24017.2,0,0.4,0.0,131.6,0.006727,2.8195,0.35472,0.002059,0.562203,0.048282,0.000591,1.16256,1
1982_grid_b40_collatz_value_transform__c32_hilbert_curve_traversal,1982_grid_b40_collatz_value_transform__c32_hilbert_curve_traversal.c,collatz_value_transform,hilbert_curve_traversal,large_L3,value-dependent,mixed spatial (traversal-order dependent),native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,0,5000000,18441378066004858112,PASS,5,0.116549218,0.116519108,0.000186945,1,1273527066.0,468429101.8,171412981.8,7075495.4,782812.2,306081.4,0,0.6,0.0,1091.8,0.12404,2.71872,0.3678,0.041277,0.39083,0.134597,0.000615,34.28258,0
1983_grid_b40_collatz_value_transform__c33_cache_set_conflict_stress,1983_grid_b40_collatz_value_transform__c33_cache_set_conflict_stress.c,collatz_value_transform,cache_set_conflict_stress,xlarge_DRAM,value-dependent,conflict/associativity,native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,0,8000000,18438153542322409984,PASS,5,0.058771602,0.058384986,0.00267023,1,216800935.6,293846794.0,22776765.2,9731.8,9160725.0,769323.0,0,1.2,0.0,8259.2,0.079768,0.73796,1.35534,0.000427,0.084006,0.105058,0.042254,2.8471,1
1984_grid_b40_collatz_value_transform__c34_variable_length_burst_reuse,1984_grid_b40_collatz_value_transform__c34_variable_length_burst_reuse.c,collatz_value_transform,variable_length_burst_reuse,small_L1,value-dependent,capacity (uniform random),native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,0,1000000,18445670974343958868,PASS,5,0.001215722,0.001224175,2.0811e-05,1,18390327.2,6016634.2,2490543.0,6536.4,29603.4,12413.4,0,0.0,0.0,71.2,0.002063,3.05774,0.32716,0.002624,0.421317,0.135426,0.001609,2.49054,1
1985_grid_b40_collatz_value_transform__c35_checkerboard_red_black,1985_grid_b40_collatz_value_transform__c35_checkerboard_red_black.c,collatz_value_transform,checkerboard_red_black,medium_L2,value-dependent,mixed spatial (traversal-order dependent),native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,0,3000000,18443524546547037752,PASS,5,0.015457365,0.015439643,3.2327e-05,1,85039285.4,63532632.4,6722674.8,26009.0,46886.0,21827.6,0,0.2,0.0,131.4,0.01682,1.3385,0.74712,0.003869,0.463973,0.079054,0.000551,2.24088,1
1986_grid_b40_collatz_value_transform__c36_im2col_overlapping_patch_gather,1986_grid_b40_collatz_value_transform__c36_im2col_overlapping_patch_gather.c,collatz_value_transform,im2col_overlapping_patch_gather,large_L3,value-dependent,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,0,5000000,18441378869394414020,PASS,5,0.005930838,0.005923571,8.3037e-05,1,130853761.4,32527741.8,7158664.2,7138.0,308740.4,110989.0,0,0.4,0.0,1091.6,0.007967,4.023,0.24858,0.000997,0.359536,0.054707,0.002359,1.43174,1
1987_grid_b40_collatz_value_transform__c37_double_buffer_epoch_alternation,1987_grid_b40_collatz_value_transform__c37_double_buffer_epoch_alternation.c,collatz_value_transform,double_buffer_epoch_alternation,xlarge_DRAM,value-dependent,conflict+capacity (thrashing/alternation),native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,0,8000000,18438156181883348864,PASS,5,0.008028144,0.008037859,5.0937e-05,1,255485184.2,99217699.8,22654269.8,8799.4,1192670.4,884776.6,0,0.8,0.0,8260.2,0.026818,2.57502,0.38836,0.000388,0.741856,0.088672,0.004668,2.8318,1
1988_grid_b40_collatz_value_transform__c38_cuckoo_double_hash_probe,1988_grid_b40_collatz_value_transform__c38_cuckoo_double_hash_probe.c,collatz_value_transform,cuckoo_double_hash_probe,small_L1,value-dependent,capacity+compulsory (indirect gather/scatter),native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,0,1000000,18445670838916132898,PASS,5,0.000898365,0.000893983,1.3291e-05,1,23425437.6,4689783.0,2909939.6,6296.2,27265.0,11673.0,0,0.0,0.0,70.2,0.000711,4.9955,0.20018,0.002164,0.428023,0.124221,0.001164,2.90994,1
1989_grid_b40_collatz_value_transform__c39_bounded_random_walk,1989_grid_b40_collatz_value_transform__c39_bounded_random_walk.c,collatz_value_transform,bounded_random_walk,medium_L2,value-dependent,capacity (uniform random),native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,0,3000000,18443522938318942981,PASS,5,0.006023694,0.006014342,5.807e-05,1,107259583.0,25391123.6,3491953.4,7182.4,39824.0,19730.4,0,0.6,0.0,131.4,0.006158,4.22468,0.23672,0.002057,0.495209,0.032556,0.000371,1.16398,1
1990_grid_b40_collatz_value_transform__c40_causal_attention_triangular,1990_grid_b40_collatz_value_transform__c40_causal_attention_triangular.c,collatz_value_transform,causal_attention_triangular,large_L3,value-dependent,mixed/unclassified,native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,0,5000000,18441377906131737474,PASS,5,0.040002345,0.039955322,0.00010428,1,152360829.6,166886240.2,7242949.0,8133.4,380094.4,155534.4,0,0.4,0.0,1091.6,0.044138,0.91296,1.09536,0.001123,0.409205,0.047538,0.002495,1.4486,1
1991_grid_b40_collatz_value_transform__c41_skip_list_multilevel_hop,1991_grid_b40_collatz_value_transform__c41_skip_list_multilevel_hop.c,collatz_value_transform,skip_list_multilevel_hop,xlarge_DRAM,value-dependent,"compulsory+latency-bound (dependent loads, no prefetch)",native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,0,8000000,18438153133725718944,PASS,5,0.030872696,0.031078204,0.000753986,1,304534677.8,185956680.0,37053296.2,9633.0,5861610.2,4545989.0,0,0.6,0.0,8259.6,0.050671,1.63796,0.61064,0.00026,0.775538,0.121672,0.019248,4.63166,1
1992_grid_b40_collatz_value_transform__c42_cache_oblivious_funnel_stride,1992_grid_b40_collatz_value_transform__c42_cache_oblivious_funnel_stride.c,collatz_value_transform,cache_oblivious_funnel_stride,small_L1,value-dependent,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,0,1000000,18445671316182410086,PASS,5,0.003834523,0.003858917,7.5299e-05,1,63868524.6,16825736.0,12051613.6,6992.8,31118.0,14320.4,0,0.4,0.0,70.6,0.004443,3.79656,0.26344,0.00058,0.457799,0.188694,0.000487,12.0516,1
1993_grid_b40_collatz_value_transform__c43_whole_buffer_rotation,1993_grid_b40_collatz_value_transform__c43_whole_buffer_rotation.c,collatz_value_transform,whole_buffer_rotation,medium_L2,value-dependent,mixed/unclassified,native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,0,3000000,18443523250174579360,PASS,5,0.00293844,0.002932633,3.2871e-05,1,62362007.4,13077888.8,3476071.6,6735.0,36643.0,16639.4,0,0.4,0.0,131.8,0.002715,4.76868,0.2097,0.001938,0.45338,0.05574,0.000588,1.1587,1
1994_grid_b40_collatz_value_transform__c44_naive_gemm_row_col_alternation,1994_grid_b40_collatz_value_transform__c44_naive_gemm_row_col_alternation.c,collatz_value_transform,naive_gemm_row_col_alternation,large_L3,value-dependent,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,0,5000000,18441377647323321018,PASS,5,0.028627149,0.028348607,0.001565434,1,139207842.2,121831779.8,12417190.4,8140.2,2844033.6,257449.6,0,1.0,0.0,1092.2,0.031711,1.14476,0.87516,0.000656,0.090563,0.089199,0.02043,2.48346,1
1995_grid_b40_collatz_value_transform__c45_read_hot_write_cold_split,1995_grid_b40_collatz_value_transform__c45_read_hot_write_cold_split.c,collatz_value_transform,read_hot_write_cold_split,xlarge_DRAM,value-dependent,temporal reuse (skewed/hot-set),native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,0,8000000,18438157323884000682,PASS,5,0.007482679,0.007439012,9.271e-05,1,250506901.4,97618723.0,31028209.8,8766.6,1720930.4,1242756.6,0,0.8,0.0,8259.4,0.025992,2.56618,0.38968,0.000282,0.722134,0.123861,0.00687,3.8785,1
1996_grid_b40_collatz_value_transform__c46_cantor_gap_sparse,1996_grid_b40_collatz_value_transform__c46_cantor_gap_sparse.c,collatz_value_transform,cantor_gap_sparse,small_L1,value-dependent,"compulsory (sparse, low reuse)",native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,0,1000000,18445669923879012848,PASS,5,0.002327413,0.002359673,6.2398e-05,1,54652938.2,10673214.2,10653260.4,21443.8,29134.2,13402.0,0,0.2,0.0,70.2,0.002828,5.12282,0.1953,0.002013,0.459938,0.194926,0.000533,10.65326,1
1997_grid_b40_collatz_value_transform__c47_false_sharing_line_cycle,1997_grid_b40_collatz_value_transform__c47_false_sharing_line_cycle.c,collatz_value_transform,false_sharing_line_cycle,medium_L2,value-dependent,conflict/associativity,native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,0,3000000,18443524888868358464,PASS,5,0.003726559,0.003694614,5.6589e-05,1,71951217.0,16267654.8,3474796.0,6698.0,36190.0,18560.0,0,0.4,0.0,131.8,0.003626,4.42326,0.2261,0.001928,0.512636,0.048294,0.000503,1.15826,1
