run_dir,program,backend,cpu_type,bp_type_raw,l1d_size,l1i_size,l2_size,n_override,stats_available,instructions_total,cycles_total,branches_total,branch_misses_total,dcache_accesses,dcache_misses,icache_accesses,icache_misses,l2_accesses,l2_misses,sim_seconds,observed_ipc,observed_cpi,observed_branch_miss_rate,observed_cache_miss_rate,observed_icache_miss_rate,unmatched_metrics
134_b14_four_way_skewed__c14_temporal_burst_reuse,134_b14_four_way_skewed__c14_temporal_burst_reuse,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,522579.0,610892.0,0.0,0.0,120799.0,1353.0,610818.0,466.0,1820.0,1773.0,0.000305,0.8554,1.169,0.0,0.0112,0.000763,branches_total;branch_misses_total
135_b14_four_way_skewed__c15_reverse_sequential,135_b14_four_way_skewed__c15_reverse_sequential,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,480514.0,608804.0,0.0,0.0,120771.0,1353.0,608730.0,448.0,1802.0,1755.0,0.000304,0.7893,1.267,0.0,0.011203,0.000736,branches_total;branch_misses_total
136_b14_four_way_skewed__c16_block_sparse,136_b14_four_way_skewed__c16_block_sparse,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,575262.0,669062.0,0.0,0.0,120689.0,1361.0,668988.0,464.0,1826.0,1779.0,0.000335,0.8598,1.1631,0.0,0.011277,0.000694,branches_total;branch_misses_total
137_b14_four_way_skewed__c17_zipf_like_hot_buckets,137_b14_four_way_skewed__c17_zipf_like_hot_buckets,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,615102.0,721373.0,0.0,0.0,120830.0,1358.0,721299.0,472.0,1831.0,1783.0,0.000361,0.8527,1.1728,0.0,0.011239,0.000654,branches_total;branch_misses_total
138_b14_four_way_skewed__c18_producer_consumer_two_pointer,138_b14_four_way_skewed__c18_producer_consumer_two_pointer,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,622050.0,774874.0,0.0,0.0,120984.0,1364.0,774798.0,465.0,1830.0,1783.0,0.000387,0.8028,1.2457,0.0,0.011274,0.0006,branches_total;branch_misses_total
139_b14_four_way_skewed__c19_matrix_diagonal_wavefront,139_b14_four_way_skewed__c19_matrix_diagonal_wavefront,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,743223.0,915714.0,0.0,0.0,120916.0,1350.0,915640.0,470.0,1821.0,1773.0,0.000458,0.8116,1.2321,0.0,0.011165,0.000513,branches_total;branch_misses_total
140_b14_four_way_skewed__c20_hot_cold_phase_alternation,140_b14_four_way_skewed__c20_hot_cold_phase_alternation,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,568912.0,721269.0,0.0,0.0,120904.0,1354.0,721195.0,472.0,1827.0,1780.0,0.000361,0.7888,1.2678,0.0,0.011199,0.000654,branches_total;branch_misses_total
141_b15_manual_unroll4_sparse__c11_sliding_window,141_b15_manual_unroll4_sparse__c11_sliding_window,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,542586.0,726300.0,0.0,0.0,120800.0,1365.0,726226.0,449.0,1815.0,1766.0,0.000363,0.7471,1.3386,0.0,0.0113,0.000618,branches_total;branch_misses_total
142_b15_manual_unroll4_sparse__c12_prime_stride_anti_alias,142_b15_manual_unroll4_sparse__c12_prime_stride_anti_alias,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,479104.0,642895.0,0.0,0.0,120983.0,1360.0,642819.0,462.0,1823.0,1775.0,0.000321,0.7452,1.3419,0.0,0.011241,0.000719,branches_total;branch_misses_total
143_b15_manual_unroll4_sparse__c13_two_stream_interleaved,143_b15_manual_unroll4_sparse__c13_two_stream_interleaved,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,543016.0,636792.0,0.0,0.0,120940.0,1351.0,636716.0,462.0,1814.0,1767.0,0.000318,0.8527,1.1727,0.0,0.011171,0.000726,branches_total;branch_misses_total
144_b15_manual_unroll4_sparse__c14_temporal_burst_reuse,144_b15_manual_unroll4_sparse__c14_temporal_burst_reuse,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,500917.0,686679.0,0.0,0.0,120905.0,1352.0,686605.0,449.0,1802.0,1755.0,0.000343,0.7295,1.3708,0.0,0.011182,0.000654,branches_total;branch_misses_total
145_b15_manual_unroll4_sparse__c15_reverse_sequential,145_b15_manual_unroll4_sparse__c15_reverse_sequential,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,458837.0,602589.0,0.0,0.0,120879.0,1353.0,602515.0,470.0,1824.0,1778.0,0.000301,0.7614,1.3133,0.0,0.011193,0.00078,branches_total;branch_misses_total
146_b15_manual_unroll4_sparse__c16_block_sparse,146_b15_manual_unroll4_sparse__c16_block_sparse,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,553593.0,759313.0,0.0,0.0,120777.0,1353.0,759239.0,457.0,1811.0,1763.0,0.00038,0.7291,1.3716,0.0,0.011202,0.000602,branches_total;branch_misses_total
147_b15_manual_unroll4_sparse__c17_zipf_like_hot_buckets,147_b15_manual_unroll4_sparse__c17_zipf_like_hot_buckets,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,593444.0,703604.0,0.0,0.0,120972.0,1358.0,703530.0,468.0,1827.0,1779.0,0.000352,0.8434,1.1856,0.0,0.011226,0.000665,branches_total;branch_misses_total
148_b15_manual_unroll4_sparse__c18_producer_consumer_two_pointer,148_b15_manual_unroll4_sparse__c18_producer_consumer_two_pointer,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,600380.0,798194.0,0.0,0.0,121091.0,1366.0,798118.0,471.0,1838.0,1790.0,0.000399,0.7522,1.3295,0.0,0.011281,0.00059,branches_total;branch_misses_total
149_b15_manual_unroll4_sparse__c19_matrix_diagonal_wavefront,149_b15_manual_unroll4_sparse__c19_matrix_diagonal_wavefront,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,721545.0,902512.0,0.0,0.0,121052.0,1359.0,902436.0,474.0,1834.0,1787.0,0.000451,0.7995,1.2508,0.0,0.011227,0.000525,branches_total;branch_misses_total
150_b15_manual_unroll4_sparse__c20_hot_cold_phase_alternation,150_b15_manual_unroll4_sparse__c20_hot_cold_phase_alternation,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,547243.0,609040.0,0.0,0.0,121013.0,1364.0,608964.0,466.0,1831.0,1783.0,0.000305,0.8985,1.1129,0.0,0.011272,0.000765,branches_total;branch_misses_total
151_b16_sentinel_search_loop__c11_sliding_window,151_b16_sentinel_search_loop__c11_sliding_window,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,520963.0,693445.0,0.0,0.0,120781.0,1352.0,693371.0,467.0,1820.0,1772.0,0.000347,0.7513,1.3311,0.0,0.011194,0.000674,branches_total;branch_misses_total
152_b16_sentinel_search_loop__c12_prime_stride_anti_alias,152_b16_sentinel_search_loop__c12_prime_stride_anti_alias,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,435458.0,522254.0,0.0,0.0,120959.0,1360.0,522178.0,448.0,1809.0,1761.0,0.000261,0.8338,1.1993,0.0,0.011243,0.000858,branches_total;branch_misses_total
153_b16_sentinel_search_loop__c13_two_stream_interleaved,153_b16_sentinel_search_loop__c13_two_stream_interleaved,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,521358.0,596141.0,0.0,0.0,120919.0,1351.0,596067.0,448.0,1800.0,1753.0,0.000298,0.8746,1.1434,0.0,0.011173,0.000752,branches_total;branch_misses_total
154_b16_sentinel_search_loop__c14_temporal_burst_reuse,154_b16_sentinel_search_loop__c14_temporal_burst_reuse,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,479301.0,653827.0,0.0,0.0,120902.0,1359.0,653753.0,467.0,1827.0,1778.0,0.000327,0.7331,1.3641,0.0,0.011241,0.000714,branches_total;branch_misses_total
155_b16_sentinel_search_loop__c15_reverse_sequential,155_b16_sentinel_search_loop__c15_reverse_sequential,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,437182.0,569902.0,0.0,0.0,120852.0,1352.0,569828.0,463.0,1816.0,1770.0,0.000285,0.7671,1.3036,0.0,0.011187,0.000813,branches_total;branch_misses_total
156_b16_sentinel_search_loop__c16_block_sparse,156_b16_sentinel_search_loop__c16_block_sparse,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,531969.0,726446.0,0.0,0.0,120774.0,1361.0,726372.0,475.0,1837.0,1788.0,0.000363,0.7323,1.3656,0.0,0.011269,0.000654,branches_total;branch_misses_total
157_b16_sentinel_search_loop__c17_zipf_like_hot_buckets,157_b16_sentinel_search_loop__c17_zipf_like_hot_buckets,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,571821.0,726605.0,0.0,0.0,120904.0,1365.0,726531.0,465.0,1831.0,1784.0,0.000363,0.787,1.2707,0.0,0.01129,0.00064,branches_total;branch_misses_total
158_b16_sentinel_search_loop__c18_producer_consumer_two_pointer,158_b16_sentinel_search_loop__c18_producer_consumer_two_pointer,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,578735.0,653756.0,0.0,0.0,121071.0,1366.0,653680.0,476.0,1843.0,1795.0,0.000327,0.8852,1.1296,0.0,0.011283,0.000728,branches_total;branch_misses_total
159_b16_sentinel_search_loop__c19_matrix_diagonal_wavefront,159_b16_sentinel_search_loop__c19_matrix_diagonal_wavefront,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,699930.0,887136.0,0.0,0.0,121032.0,1359.0,887060.0,467.0,1827.0,1780.0,0.000444,0.789,1.2675,0.0,0.011228,0.000526,branches_total;branch_misses_total
160_b16_sentinel_search_loop__c20_hot_cold_phase_alternation,160_b16_sentinel_search_loop__c20_hot_cold_phase_alternation,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,525623.0,596615.0,0.0,0.0,120990.0,1366.0,596539.0,469.0,1836.0,1789.0,0.000298,0.881,1.1351,0.0,0.01129,0.000786,branches_total;branch_misses_total
161_b17_correlated_two_branch_xor__c11_sliding_window,161_b17_correlated_two_branch_xor__c11_sliding_window,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,586802.0,695542.0,0.0,0.0,120886.0,1359.0,695468.0,464.0,1824.0,1777.0,0.000348,0.8437,1.1853,0.0,0.011242,0.000667,branches_total;branch_misses_total
162_b17_correlated_two_branch_xor__c12_prime_stride_anti_alias,162_b17_correlated_two_branch_xor__c12_prime_stride_anti_alias,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,523323.0,588141.0,0.0,0.0,121034.0,1353.0,588065.0,475.0,1829.0,1780.0,0.000294,0.8898,1.1239,0.0,0.011179,0.000808,branches_total;branch_misses_total
163_b17_correlated_two_branch_xor__c13_two_stream_interleaved,163_b17_correlated_two_branch_xor__c13_two_stream_interleaved,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,565229.0,782031.0,0.0,0.0,121023.0,1358.0,781955.0,467.0,1826.0,1777.0,0.000391,0.7228,1.3836,0.0,0.011221,0.000597,branches_total;branch_misses_total
164_b17_correlated_two_branch_xor__c14_temporal_burst_reuse,164_b17_correlated_two_branch_xor__c14_temporal_burst_reuse,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,545131.0,609921.0,0.0,0.0,120976.0,1364.0,609845.0,463.0,1828.0,1781.0,0.000305,0.8938,1.1189,0.0,0.011275,0.000759,branches_total;branch_misses_total
165_b17_correlated_two_branch_xor__c15_reverse_sequential,165_b17_correlated_two_branch_xor__c15_reverse_sequential,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,503066.0,589851.0,0.0,0.0,120968.0,1358.0,589775.0,448.0,1807.0,1759.0,0.000295,0.8529,1.1725,0.0,0.011226,0.00076,branches_total;branch_misses_total
166_b17_correlated_two_branch_xor__c16_block_sparse,166_b17_correlated_two_branch_xor__c16_block_sparse,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,597800.0,690070.0,0.0,0.0,120849.0,1368.0,689996.0,470.0,1839.0,1792.0,0.000345,0.8663,1.1543,0.0,0.01132,0.000681,branches_total;branch_misses_total
167_b17_correlated_two_branch_xor__c17_zipf_like_hot_buckets,167_b17_correlated_two_branch_xor__c17_zipf_like_hot_buckets,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,637659.0,909524.0,0.0,0.0,121041.0,1360.0,909448.0,467.0,1828.0,1780.0,0.000455,0.7011,1.4263,0.0,0.011236,0.000513,branches_total;branch_misses_total
168_b17_correlated_two_branch_xor__c18_producer_consumer_two_pointer,168_b17_correlated_two_branch_xor__c18_producer_consumer_two_pointer,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,622588.0,830430.0,0.0,0.0,121173.0,1359.0,830354.0,465.0,1825.0,1778.0,0.000415,0.7497,1.3338,0.0,0.011215,0.00056,branches_total;branch_misses_total
169_b17_correlated_two_branch_xor__c19_matrix_diagonal_wavefront,169_b17_correlated_two_branch_xor__c19_matrix_diagonal_wavefront,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,765776.0,1076624.0,0.0,0.0,121109.0,1356.0,1076548.0,473.0,1830.0,1780.0,0.000538,0.7113,1.4059,0.0,0.011197,0.000439,branches_total;branch_misses_total
170_b17_correlated_two_branch_xor__c20_hot_cold_phase_alternation,170_b17_correlated_two_branch_xor__c20_hot_cold_phase_alternation,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,591458.0,780283.0,0.0,0.0,121094.0,1357.0,780207.0,472.0,1830.0,1783.0,0.00039,0.758,1.3193,0.0,0.011206,0.000605,branches_total;branch_misses_total
171_b18_indirect_fn_dispatch__c11_sliding_window,171_b18_indirect_fn_dispatch__c11_sliding_window,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,925948.0,1094791.0,0.0,0.0,274874.0,1370.0,1094717.0,464.0,1835.0,1788.0,0.000547,0.8458,1.1823,0.0,0.004984,0.000424,branches_total;branch_misses_total
172_b18_indirect_fn_dispatch__c12_prime_stride_anti_alias,172_b18_indirect_fn_dispatch__c12_prime_stride_anti_alias,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,863010.0,1067676.0,0.0,0.0,275068.0,1361.0,1067600.0,476.0,1838.0,1791.0,0.000534,0.8083,1.2372,0.0,0.004948,0.000446,branches_total;branch_misses_total
173_b18_indirect_fn_dispatch__c13_two_stream_interleaved,173_b18_indirect_fn_dispatch__c13_two_stream_interleaved,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,904016.0,1149971.0,0.0,0.0,275050.0,1355.0,1149897.0,468.0,1824.0,1775.0,0.000575,0.7861,1.2721,0.0,0.004926,0.000407,branches_total;branch_misses_total
174_b18_indirect_fn_dispatch__c14_temporal_burst_reuse,174_b18_indirect_fn_dispatch__c14_temporal_burst_reuse,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,884175.0,1091083.0,0.0,0.0,274977.0,1358.0,1091009.0,464.0,1823.0,1777.0,0.000546,0.8104,1.234,0.0,0.004939,0.000425,branches_total;branch_misses_total
175_b18_indirect_fn_dispatch__c15_reverse_sequential,175_b18_indirect_fn_dispatch__c15_reverse_sequential,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,839936.0,986568.0,0.0,0.0,274953.0,1370.0,986494.0,456.0,1827.0,1778.0,0.000493,0.8514,1.1746,0.0,0.004983,0.000462,branches_total;branch_misses_total
176_b18_indirect_fn_dispatch__c16_block_sparse,176_b18_indirect_fn_dispatch__c16_block_sparse,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,937421.0,1206957.0,0.0,0.0,274841.0,1359.0,1206883.0,464.0,1824.0,1778.0,0.000603,0.7767,1.2875,0.0,0.004945,0.000384,branches_total;branch_misses_total
177_b18_indirect_fn_dispatch__c17_zipf_like_hot_buckets,177_b18_indirect_fn_dispatch__c17_zipf_like_hot_buckets,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,1141841.0,1393547.0,0.0,0.0,319012.0,1361.0,1393473.0,469.0,1831.0,1786.0,0.000697,0.8194,1.2204,0.0,0.004266,0.000337,branches_total;branch_misses_total
178_b18_indirect_fn_dispatch__c18_producer_consumer_two_pointer,178_b18_indirect_fn_dispatch__c18_producer_consumer_two_pointer,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,1093194.0,1233150.0,0.0,0.0,363144.0,1360.0,1233074.0,469.0,1830.0,1783.0,0.000617,0.8865,1.128,0.0,0.003745,0.00038,branches_total;branch_misses_total
179_b18_indirect_fn_dispatch__c19_matrix_diagonal_wavefront,179_b18_indirect_fn_dispatch__c19_matrix_diagonal_wavefront,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,1109477.0,1446653.0,0.0,0.0,319077.0,1359.0,1446577.0,471.0,1831.0,1786.0,0.000723,0.7669,1.3039,0.0,0.004259,0.000326,branches_total;branch_misses_total
180_b18_indirect_fn_dispatch__c20_hot_cold_phase_alternation,180_b18_indirect_fn_dispatch__c20_hot_cold_phase_alternation,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,957197.0,1233409.0,0.0,0.0,275099.0,1353.0,1233333.0,458.0,1812.0,1764.0,0.000617,0.7761,1.2886,0.0,0.004918,0.000371,branches_total;branch_misses_total
181_b19_data_dependent_break_trip__c11_sliding_window,181_b19_data_dependent_break_trip__c11_sliding_window,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,582742.0,781104.0,0.0,0.0,120883.0,1359.0,781030.0,467.0,1827.0,1779.0,0.000391,0.746,1.3404,0.0,0.011242,0.000598,branches_total;branch_misses_total
182_b19_data_dependent_break_trip__c12_prime_stride_anti_alias,182_b19_data_dependent_break_trip__c12_prime_stride_anti_alias,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,519363.0,697820.0,0.0,0.0,121033.0,1366.0,697744.0,475.0,1842.0,1793.0,0.000349,0.7443,1.3436,0.0,0.011286,0.000681,branches_total;branch_misses_total
183_b19_data_dependent_break_trip__c13_two_stream_interleaved,183_b19_data_dependent_break_trip__c13_two_stream_interleaved,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,583451.0,670250.0,0.0,0.0,121020.0,1357.0,670174.0,475.0,1833.0,1784.0,0.000335,0.8705,1.1488,0.0,0.011213,0.000709,branches_total;branch_misses_total
184_b19_data_dependent_break_trip__c14_temporal_burst_reuse,184_b19_data_dependent_break_trip__c14_temporal_burst_reuse,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,540735.0,739002.0,0.0,0.0,120991.0,1360.0,738926.0,470.0,1831.0,1783.0,0.00037,0.7317,1.3667,0.0,0.011241,0.000636,branches_total;branch_misses_total
185_b19_data_dependent_break_trip__c15_reverse_sequential,185_b19_data_dependent_break_trip__c15_reverse_sequential,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,518145.0,686164.0,0.0,0.0,120963.0,1357.0,686088.0,455.0,1813.0,1765.0,0.000343,0.7551,1.3243,0.0,0.011218,0.000663,branches_total;branch_misses_total
186_b19_data_dependent_break_trip__c16_block_sparse,186_b19_data_dependent_break_trip__c16_block_sparse,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,615798.0,733215.0,0.0,0.0,120847.0,1366.0,733141.0,468.0,1835.0,1788.0,0.000367,0.8399,1.1907,0.0,0.011304,0.000638,branches_total;branch_misses_total
187_b19_data_dependent_break_trip__c17_zipf_like_hot_buckets,187_b19_data_dependent_break_trip__c17_zipf_like_hot_buckets,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,633630.0,902038.0,0.0,0.0,121022.0,1354.0,901962.0,473.0,1828.0,1781.0,0.000451,0.7024,1.4236,0.0,0.011188,0.000524,branches_total;branch_misses_total
188_b19_data_dependent_break_trip__c18_producer_consumer_two_pointer,188_b19_data_dependent_break_trip__c18_producer_consumer_two_pointer,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,639764.0,745201.0,0.0,0.0,121153.0,1354.0,745125.0,466.0,1821.0,1774.0,0.000373,0.8585,1.1648,0.0,0.011176,0.000625,branches_total;branch_misses_total
189_b19_data_dependent_break_trip__c19_matrix_diagonal_wavefront,189_b19_data_dependent_break_trip__c19_matrix_diagonal_wavefront,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,783816.0,942138.0,0.0,0.0,121102.0,1365.0,942062.0,453.0,1819.0,1771.0,0.000471,0.832,1.202,0.0,0.011271,0.000481,branches_total;branch_misses_total
190_b19_data_dependent_break_trip__c20_hot_cold_phase_alternation,190_b19_data_dependent_break_trip__c20_hot_cold_phase_alternation,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,587743.0,783367.0,0.0,0.0,121092.0,1360.0,783291.0,473.0,1834.0,1787.0,0.000392,0.7503,1.3328,0.0,0.011231,0.000604,branches_total;branch_misses_total
191_b20_random_threshold_walk__c11_sliding_window,191_b20_random_threshold_walk__c11_sliding_window,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,671806.0,933658.0,0.0,0.0,120799.0,1370.0,933584.0,451.0,1822.0,1770.0,0.000467,0.7195,1.3898,0.0,0.011341,0.000483,branches_total;branch_misses_total
192_b20_random_threshold_walk__c12_prime_stride_anti_alias,192_b20_random_threshold_walk__c12_prime_stride_anti_alias,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,586323.0,673982.0,0.0,0.0,120964.0,1359.0,673906.0,466.0,1826.0,1775.0,0.000337,0.8699,1.1495,0.0,0.011235,0.000691,branches_total;branch_misses_total
193_b20_random_threshold_walk__c13_two_stream_interleaved,193_b20_random_threshold_walk__c13_two_stream_interleaved,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,672238.0,858627.0,0.0,0.0,120972.0,1359.0,858551.0,457.0,1817.0,1765.0,0.000429,0.7829,1.2773,0.0,0.011234,0.000532,branches_total;branch_misses_total
194_b20_random_threshold_walk__c14_temporal_burst_reuse,194_b20_random_threshold_walk__c14_temporal_burst_reuse,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,630137.0,804034.0,0.0,0.0,120904.0,1359.0,803960.0,451.0,1811.0,1759.0,0.000402,0.7837,1.276,0.0,0.01124,0.000561,branches_total;branch_misses_total
195_b20_random_threshold_walk__c15_reverse_sequential,195_b20_random_threshold_walk__c15_reverse_sequential,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,588060.0,851951.0,0.0,0.0,120876.0,1360.0,851877.0,473.0,1834.0,1783.0,0.000426,0.6903,1.4487,0.0,0.011251,0.000555,branches_total;branch_misses_total
196_b20_random_threshold_walk__c16_block_sparse,196_b20_random_threshold_walk__c16_block_sparse,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,682814.0,941646.0,0.0,0.0,120779.0,1359.0,941572.0,457.0,1817.0,1764.0,0.000471,0.7251,1.3791,0.0,0.011252,0.000485,branches_total;branch_misses_total
197_b20_random_threshold_walk__c17_zipf_like_hot_buckets,197_b20_random_threshold_walk__c17_zipf_like_hot_buckets,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,722652.0,946497.0,0.0,0.0,120944.0,1353.0,946423.0,465.0,1819.0,1767.0,0.000473,0.7635,1.3098,0.0,0.011187,0.000491,branches_total;branch_misses_total
198_b20_random_threshold_walk__c18_producer_consumer_two_pointer,198_b20_random_threshold_walk__c18_producer_consumer_two_pointer,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,729595.0,922024.0,0.0,0.0,121087.0,1363.0,921948.0,472.0,1836.0,1785.0,0.000461,0.7913,1.2637,0.0,0.011256,0.000512,branches_total;branch_misses_total
