run_dir,program,backend,cpu_type,bp_type_raw,l1d_size,l1i_size,l2_size,n_override,stats_available,instructions_total,cycles_total,branches_total,branch_misses_total,dcache_accesses,dcache_misses,icache_accesses,icache_misses,l2_accesses,l2_misses,sim_seconds,observed_ipc,observed_cpi,observed_branch_miss_rate,observed_cache_miss_rate,observed_icache_miss_rate,unmatched_metrics
070_b07_nested_dependent__c10_pointer_chase_linked_list,070_b07_nested_dependent__c10_pointer_chase_linked_list,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,617686.0,839896.0,0.0,0.0,163463.0,2137.0,839822.0,461.0,2599.0,2016.0,0.00042,0.7354,1.3597,0.0,0.013073,0.000549,branches_total;branch_misses_total
071_b08_switch_multiway__c01_sequential_unit_stride,071_b08_switch_multiway__c01_sequential_unit_stride,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,525110.0,671830.0,0.0,0.0,120840.0,1367.0,671756.0,473.0,1841.0,1794.0,0.000336,0.7816,1.2794,0.0,0.011312,0.000704,branches_total;branch_misses_total
072_b08_switch_multiway__c02_sequential_wraparound_large,072_b08_switch_multiway__c02_sequential_wraparound_large,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,525377.0,672134.0,0.0,0.0,120928.0,1353.0,672060.0,473.0,1827.0,1780.0,0.000336,0.7817,1.2793,0.0,0.011188,0.000704,branches_total;branch_misses_total
073_b08_switch_multiway__c03_fixed_stride_small,073_b08_switch_multiway__c03_fixed_stride_small,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,548919.0,723216.0,0.0,0.0,120775.0,1354.0,723142.0,463.0,1818.0,1770.0,0.000362,0.759,1.3175,0.0,0.011211,0.00064,branches_total;branch_misses_total
074_b08_switch_multiway__c04_fixed_stride_large,074_b08_switch_multiway__c04_fixed_stride_large,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,548919.0,717214.0,0.0,0.0,120775.0,1354.0,717140.0,457.0,1812.0,1764.0,0.000359,0.7653,1.3066,0.0,0.011211,0.000637,branches_total;branch_misses_total
075_b08_switch_multiway__c05_random_small_working_set,075_b08_switch_multiway__c05_random_small_working_set,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,579212.0,691551.0,0.0,0.0,120867.0,1351.0,691477.0,473.0,1825.0,1778.0,0.000346,0.8376,1.194,0.0,0.011178,0.000684,branches_total;branch_misses_total
076_b08_switch_multiway__c06_random_full_working_set,076_b08_switch_multiway__c06_random_full_working_set,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,579143.0,691473.0,0.0,0.0,120864.0,1358.0,691399.0,473.0,1832.0,1785.0,0.000346,0.8375,1.194,0.0,0.011236,0.000684,branches_total;branch_misses_total
077_b08_switch_multiway__c07_matrix_row_major,077_b08_switch_multiway__c07_matrix_row_major,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,615128.0,717130.0,0.0,0.0,120740.0,1353.0,717056.0,452.0,1806.0,1758.0,0.000359,0.8578,1.1658,0.0,0.011206,0.00063,branches_total;branch_misses_total
078_b08_switch_multiway__c08_matrix_col_major,078_b08_switch_multiway__c08_matrix_col_major,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,615128.0,717130.0,0.0,0.0,120740.0,1353.0,717056.0,452.0,1806.0,1758.0,0.000359,0.8578,1.1658,0.0,0.011206,0.00063,branches_total;branch_misses_total
079_b08_switch_multiway__c09_matrix_tiled_blocked,079_b08_switch_multiway__c09_matrix_tiled_blocked,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,865355.0,1047394.0,0.0,0.0,120816.0,1366.0,1047320.0,468.0,1835.0,1788.0,0.000524,0.8262,1.2104,0.0,0.011306,0.000447,branches_total;branch_misses_total
080_b08_switch_multiway__c10_pointer_chase_linked_list,080_b08_switch_multiway__c10_pointer_chase_linked_list,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,685826.0,872242.0,0.0,0.0,163448.0,2147.0,872168.0,465.0,2613.0,2032.0,0.000436,0.7863,1.2718,0.0,0.013136,0.000533,branches_total;branch_misses_total
081_b09_recursive_calls__c01_sequential_unit_stride,081_b09_recursive_calls__c01_sequential_unit_stride,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,1103722.0,1495450.0,0.0,0.0,120842.0,1354.0,1495376.0,472.0,1827.0,1780.0,0.000748,0.7381,1.3549,0.0,0.011205,0.000316,branches_total;branch_misses_total
082_b09_recursive_calls__c02_sequential_wraparound_large,082_b09_recursive_calls__c02_sequential_wraparound_large,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,1103989.0,1495754.0,0.0,0.0,120947.0,1358.0,1495680.0,472.0,1831.0,1784.0,0.000748,0.7381,1.3549,0.0,0.011228,0.000316,branches_total;branch_misses_total
083_b09_recursive_calls__c03_fixed_stride_small,083_b09_recursive_calls__c03_fixed_stride_small,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,1138373.0,1549182.0,0.0,0.0,120806.0,1359.0,1549108.0,462.0,1822.0,1774.0,0.000775,0.7348,1.3609,0.0,0.011249,0.000298,branches_total;branch_misses_total
084_b09_recursive_calls__c04_fixed_stride_large,084_b09_recursive_calls__c04_fixed_stride_large,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,1138565.0,1528793.0,0.0,0.0,120806.0,1359.0,1528719.0,456.0,1816.0,1768.0,0.000764,0.7447,1.3427,0.0,0.011249,0.000298,branches_total;branch_misses_total
085_b09_recursive_calls__c05_random_small_working_set,085_b09_recursive_calls__c05_random_small_working_set,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,1149823.0,1653556.0,0.0,0.0,120873.0,1351.0,1653482.0,472.0,1824.0,1777.0,0.000827,0.6954,1.4381,0.0,0.011177,0.000285,branches_total;branch_misses_total
086_b09_recursive_calls__c06_random_full_working_set,086_b09_recursive_calls__c06_random_full_working_set,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,1149754.0,1653478.0,0.0,0.0,120852.0,1364.0,1653404.0,472.0,1837.0,1790.0,0.000827,0.6954,1.4381,0.0,0.011287,0.000285,branches_total;branch_misses_total
087_b09_recursive_calls__c07_matrix_row_major,087_b09_recursive_calls__c07_matrix_row_major,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,1193740.0,1743541.0,0.0,0.0,120746.0,1353.0,1743467.0,457.0,1811.0,1762.0,0.000872,0.6847,1.4606,0.0,0.011205,0.000262,branches_total;branch_misses_total
088_b09_recursive_calls__c08_matrix_col_major,088_b09_recursive_calls__c08_matrix_col_major,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,1193776.0,1312613.0,0.0,0.0,120744.0,1353.0,1312539.0,457.0,1811.0,1762.0,0.000656,0.9095,1.0995,0.0,0.011206,0.000348,branches_total;branch_misses_total
089_b09_recursive_calls__c09_matrix_tiled_blocked,089_b09_recursive_calls__c09_matrix_tiled_blocked,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,1457974.0,2071812.0,0.0,0.0,120837.0,1359.0,2071738.0,466.0,1826.0,1777.0,0.001036,0.7037,1.421,0.0,0.011247,0.000225,branches_total;branch_misses_total
090_b09_recursive_calls__c10_pointer_chase_linked_list,090_b09_recursive_calls__c10_pointer_chase_linked_list,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,1156604.0,1532805.0,0.0,0.0,163446.0,2148.0,1532731.0,470.0,2619.0,2037.0,0.000766,0.7546,1.3253,0.0,0.013142,0.000307,branches_total;branch_misses_total
091_b10_correlated_history__c01_sequential_unit_stride,091_b10_correlated_history__c01_sequential_unit_stride,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,540916.0,657679.0,0.0,0.0,142902.0,1352.0,657605.0,475.0,1828.0,1779.0,0.000329,0.8225,1.2159,0.0,0.009461,0.000722,branches_total;branch_misses_total
092_b10_correlated_history__c02_sequential_wraparound_large,092_b10_correlated_history__c02_sequential_wraparound_large,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,541170.0,657967.0,0.0,0.0,143015.0,1354.0,657891.0,475.0,1830.0,1781.0,0.000329,0.8225,1.2158,0.0,0.009468,0.000722,branches_total;branch_misses_total
093_b10_correlated_history__c03_fixed_stride_small,093_b10_correlated_history__c03_fixed_stride_small,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,544702.0,664435.0,0.0,0.0,142829.0,1354.0,664361.0,465.0,1820.0,1773.0,0.000332,0.8198,1.2198,0.0,0.00948,0.0007,branches_total;branch_misses_total
094_b10_correlated_history__c04_fixed_stride_large,094_b10_correlated_history__c04_fixed_stride_large,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,544691.0,675419.0,0.0,0.0,142827.0,1354.0,675345.0,471.0,1826.0,1778.0,0.000338,0.8064,1.24,0.0,0.00948,0.000697,branches_total;branch_misses_total
095_b10_correlated_history__c05_random_small_working_set,095_b10_correlated_history__c05_random_small_working_set,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,589006.0,712785.0,0.0,0.0,142933.0,1351.0,712711.0,477.0,1829.0,1780.0,0.000356,0.8263,1.2101,0.0,0.009452,0.000669,branches_total;branch_misses_total
096_b10_correlated_history__c06_random_full_working_set,096_b10_correlated_history__c06_random_full_working_set,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,588944.0,712715.0,0.0,0.0,142910.0,1366.0,712641.0,477.0,1844.0,1795.0,0.000356,0.8263,1.2102,0.0,0.009558,0.000669,branches_total;branch_misses_total
097_b10_correlated_history__c07_matrix_row_major,097_b10_correlated_history__c07_matrix_row_major,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,632921.0,839703.0,0.0,0.0,142815.0,1358.0,839629.0,474.0,1833.0,1785.0,0.00042,0.7537,1.3267,0.0,0.009509,0.000565,branches_total;branch_misses_total
098_b10_correlated_history__c08_matrix_col_major,098_b10_correlated_history__c08_matrix_col_major,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,632921.0,839703.0,0.0,0.0,142815.0,1358.0,839629.0,474.0,1833.0,1785.0,0.00042,0.7537,1.3267,0.0,0.009509,0.000565,branches_total;branch_misses_total
099_b10_correlated_history__c09_matrix_tiled_blocked,099_b10_correlated_history__c09_matrix_tiled_blocked,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,875141.0,1249016.0,0.0,0.0,142874.0,1355.0,1248942.0,474.0,1830.0,1781.0,0.000625,0.7007,1.4272,0.0,0.009484,0.00038,branches_total;branch_misses_total
100_b10_correlated_history__c10_pointer_chase_linked_list,100_b10_correlated_history__c10_pointer_chase_linked_list,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,617799.0,775030.0,0.0,0.0,185507.0,2316.0,774954.0,483.0,2800.0,2053.0,0.000388,0.7971,1.2545,0.0,0.012485,0.000623,branches_total;branch_misses_total
101_b11_value_dependent_threshold__c11_sliding_window,101_b11_value_dependent_threshold__c11_sliding_window,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,542788.0,704522.0,0.0,0.0,120866.0,1352.0,704448.0,449.0,1802.0,1755.0,0.000352,0.7704,1.298,0.0,0.011186,0.000637,branches_total;branch_misses_total
102_b11_value_dependent_threshold__c12_prime_stride_anti_alias,102_b11_value_dependent_threshold__c12_prime_stride_anti_alias,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,457291.0,545100.0,0.0,0.0,121043.0,1358.0,545024.0,461.0,1820.0,1772.0,0.000273,0.8389,1.192,0.0,0.011219,0.000846,branches_total;branch_misses_total
103_b11_value_dependent_threshold__c13_two_stream_interleaved,103_b11_value_dependent_threshold__c13_two_stream_interleaved,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,543212.0,619018.0,0.0,0.0,121021.0,1358.0,618942.0,461.0,1820.0,1772.0,0.00031,0.8775,1.1396,0.0,0.011221,0.000745,branches_total;branch_misses_total
104_b11_value_dependent_threshold__c14_temporal_burst_reuse,104_b11_value_dependent_threshold__c14_temporal_burst_reuse,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,501169.0,664928.0,0.0,0.0,120971.0,1352.0,664852.0,449.0,1802.0,1755.0,0.000332,0.7537,1.3268,0.0,0.011176,0.000675,branches_total;branch_misses_total
105_b11_value_dependent_threshold__c15_reverse_sequential,105_b11_value_dependent_threshold__c15_reverse_sequential,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,459052.0,590841.0,0.0,0.0,120965.0,1358.0,590765.0,472.0,1831.0,1784.0,0.000295,0.7769,1.2871,0.0,0.011226,0.000799,branches_total;branch_misses_total
106_b11_value_dependent_threshold__c16_block_sparse,106_b11_value_dependent_threshold__c16_block_sparse,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,554123.0,737684.0,0.0,0.0,120859.0,1359.0,737610.0,455.0,1815.0,1766.0,0.000369,0.7512,1.3313,0.0,0.011245,0.000617,branches_total;branch_misses_total
107_b11_value_dependent_threshold__c17_zipf_like_hot_buckets,107_b11_value_dependent_threshold__c17_zipf_like_hot_buckets,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,593489.0,749283.0,0.0,0.0,121006.0,1358.0,749207.0,477.0,1836.0,1787.0,0.000375,0.7921,1.2625,0.0,0.011223,0.000637,branches_total;branch_misses_total
108_b11_value_dependent_threshold__c18_producer_consumer_two_pointer,108_b11_value_dependent_threshold__c18_producer_consumer_two_pointer,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,600568.0,686408.0,0.0,0.0,121155.0,1368.0,686332.0,470.0,1839.0,1792.0,0.000343,0.8749,1.1429,0.0,0.011291,0.000685,branches_total;branch_misses_total
109_b11_value_dependent_threshold__c19_matrix_diagonal_wavefront,109_b11_value_dependent_threshold__c19_matrix_diagonal_wavefront,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,721658.0,920599.0,0.0,0.0,121115.0,1358.0,920523.0,474.0,1833.0,1786.0,0.00046,0.7839,1.2757,0.0,0.011212,0.000515,branches_total;branch_misses_total
110_b11_value_dependent_threshold__c20_hot_cold_phase_alternation,110_b11_value_dependent_threshold__c20_hot_cold_phase_alternation,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,547432.0,627248.0,0.0,0.0,121076.0,1366.0,627172.0,467.0,1834.0,1786.0,0.000314,0.8728,1.1458,0.0,0.011282,0.000745,branches_total;branch_misses_total
111_b12_doubling_run_lengths__c11_sliding_window,111_b12_doubling_run_lengths__c11_sliding_window,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,587041.0,755794.0,0.0,0.0,120808.0,1360.0,755720.0,467.0,1827.0,1774.0,0.000378,0.7767,1.2875,0.0,0.011258,0.000618,branches_total;branch_misses_total
112_b12_doubling_run_lengths__c12_prime_stride_anti_alias,112_b12_doubling_run_lengths__c12_prime_stride_anti_alias,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,501554.0,590386.0,0.0,0.0,120958.0,1368.0,590310.0,477.0,1845.0,1790.0,0.000295,0.8495,1.1771,0.0,0.01131,0.000808,branches_total;branch_misses_total
113_b12_doubling_run_lengths__c13_two_stream_interleaved,113_b12_doubling_run_lengths__c13_two_stream_interleaved,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,587457.0,780944.0,0.0,0.0,120947.0,1360.0,780870.0,463.0,1823.0,1769.0,0.00039,0.7522,1.3294,0.0,0.011245,0.000593,branches_total;branch_misses_total
114_b12_doubling_run_lengths__c14_temporal_burst_reuse,114_b12_doubling_run_lengths__c14_temporal_burst_reuse,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,545408.0,697567.0,0.0,0.0,120900.0,1367.0,697493.0,467.0,1834.0,1781.0,0.000349,0.7819,1.279,0.0,0.011307,0.00067,branches_total;branch_misses_total
115_b12_doubling_run_lengths__c15_reverse_sequential,115_b12_doubling_run_lengths__c15_reverse_sequential,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,503285.0,609432.0,0.0,0.0,120884.0,1360.0,609358.0,450.0,1810.0,1756.0,0.000305,0.8258,1.2109,0.0,0.01125,0.000738,branches_total;branch_misses_total
116_b12_doubling_run_lengths__c16_block_sparse,116_b12_doubling_run_lengths__c16_block_sparse,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,598042.0,816489.0,0.0,0.0,120786.0,1362.0,816415.0,470.0,1832.0,1777.0,0.000408,0.7325,1.3653,0.0,0.011276,0.000576,branches_total;branch_misses_total
117_b12_doubling_run_lengths__c17_zipf_like_hot_buckets,117_b12_doubling_run_lengths__c17_zipf_like_hot_buckets,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,646828.0,948951.0,0.0,0.0,120926.0,1356.0,948877.0,479.0,1835.0,1782.0,0.000474,0.6816,1.4671,0.0,0.011213,0.000505,branches_total;branch_misses_total
118_b12_doubling_run_lengths__c18_producer_consumer_two_pointer,118_b12_doubling_run_lengths__c18_producer_consumer_two_pointer,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,644868.0,818413.0,0.0,0.0,121062.0,1359.0,818337.0,464.0,1823.0,1769.0,0.000409,0.7879,1.2691,0.0,0.011226,0.000567,branches_total;branch_misses_total
119_b12_doubling_run_lengths__c19_matrix_diagonal_wavefront,119_b12_doubling_run_lengths__c19_matrix_diagonal_wavefront,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,774106.0,958984.0,0.0,0.0,121009.0,1354.0,958908.0,455.0,1809.0,1757.0,0.000479,0.8072,1.2388,0.0,0.011189,0.000474,branches_total;branch_misses_total
120_b12_doubling_run_lengths__c20_hot_cold_phase_alternation,120_b12_doubling_run_lengths__c20_hot_cold_phase_alternation,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,651687.0,776531.0,0.0,0.0,121039.0,1371.0,776455.0,465.0,1836.0,1782.0,0.000388,0.8392,1.1916,0.0,0.011327,0.000599,branches_total;branch_misses_total
121_b13_single_phase_change__c11_sliding_window,121_b13_single_phase_change__c11_sliding_window,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,506490.0,657179.0,0.0,0.0,120768.0,1366.0,657105.0,462.0,1829.0,1780.0,0.000329,0.7707,1.2975,0.0,0.011311,0.000703,branches_total;branch_misses_total
122_b13_single_phase_change__c12_prime_stride_anti_alias,122_b13_single_phase_change__c12_prime_stride_anti_alias,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,440999.0,533767.0,0.0,0.0,120934.0,1352.0,533693.0,464.0,1817.0,1771.0,0.000267,0.8262,1.2104,0.0,0.01118,0.000869,branches_total;branch_misses_total
123_b13_single_phase_change__c13_two_stream_interleaved,123_b13_single_phase_change__c13_two_stream_interleaved,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,506909.0,591660.0,0.0,0.0,120906.0,1366.0,591586.0,464.0,1831.0,1783.0,0.000296,0.8568,1.1672,0.0,0.011298,0.000784,branches_total;branch_misses_total
124_b13_single_phase_change__c14_temporal_burst_reuse,124_b13_single_phase_change__c14_temporal_burst_reuse,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,464806.0,613538.0,0.0,0.0,120870.0,1353.0,613464.0,461.0,1815.0,1768.0,0.000307,0.7576,1.32,0.0,0.011194,0.000751,branches_total;branch_misses_total
