run_dir,program,backend,cpu_type,bp_type_raw,l1d_size,l1i_size,l2_size,n_override,stats_available,instructions_total,cycles_total,branches_total,branch_misses_total,dcache_accesses,dcache_misses,icache_accesses,icache_misses,l2_accesses,l2_misses,sim_seconds,observed_ipc,observed_cpi,observed_branch_miss_rate,observed_cache_miss_rate,observed_icache_miss_rate,unmatched_metrics,btb_lookups,btb_hits,btb_hit_ratio,btb_mispredicted,ras_correct,ras_incorrect,ras_pushes,ras_pops,indirect_lookups,indirect_hits,indirect_misses,squashes_total,corrected_total,committed_directcond,mispredicted_directcond,committed_return,mispredicted_return,committed_callindirect,mispredicted_callindirect,committed_indirectuncond,mispredicted_indirectuncond,dcache_readreq_accesses,dcache_readreq_misses,dcache_writereq_accesses,dcache_writereq_misses,dcache_avg_miss_latency,dcache_mshr_miss_rate,dcache_replacements,dcache_writebacks,icache_avg_miss_latency,icache_mshr_miss_rate,icache_replacements,l2_readshared_accesses,l2_readshared_misses,l2_avg_miss_latency,l2_mshr_miss_rate,l2_replacements,l2_writeback_dirty,dram_avg_mem_acc_lat,dram_bw_total,dram_page_hit_rate,dram_num_reads,idle_cycles,num_syscalls,fetch_num_insts,commit_num_ops,sim_ops,sim_ticks,host_seconds,host_inst_rate
1337_grid_b27_meta_correlated_nested__c37_double_buffer_epoch_alternation,1337_grid_b27_meta_correlated_nested__c37_double_buffer_epoch_alternation,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,584293.0,442756.0,142623.0,1908.0,100282.0,12701.0,96268.0,764.0,1959.0,1898.0,0.000221,1.3197,0.7578,0.013378,0.126653,0.007936,,142623.0,95294.0,0.668153,646.0,2303.0,0.0,3467.0,3463.0,2549.0,2153.0,396.0,24785.0,2175.0,93636.0,1599.0,2303.0,0.0,139.0,27.0,1971.0,114.0,44715.0,7981.0,55567.0,4720.0,66635.772144,0.013701,863.0,142.0,75422.77356,0.006077,193.0,960.0,920.0,76069.020021,0.968862,0.0,142.0,25026.21,548709783.0,87.36,1898.0,46786.0,32.0,713968.0,584369.0,584369.0,221377500.0,1.95,300090.0
1338_grid_b27_meta_correlated_nested__c38_cuckoo_double_hash_probe,1338_grid_b27_meta_correlated_nested__c38_cuckoo_double_hash_probe,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,635955.0,464360.0,185397.0,2226.0,98814.0,12701.0,102413.0,812.0,1972.0,1910.0,0.000232,1.3695,0.7302,0.012007,0.128534,0.007929,,185397.0,137568.0,0.742018,659.0,2296.0,0.0,3399.0,3395.0,2492.0,2139.0,353.0,34667.0,2483.0,115549.0,1910.0,2296.0,0.0,132.0,27.0,1971.0,116.0,43275.0,7978.0,55539.0,4723.0,66324.812298,0.013854,858.0,139.0,74212.437192,0.005917,211.0,954.0,917.0,76226.701571,0.96856,0.0,139.0,25117.54,526489203.0,87.33,1910.0,47083.0,32.0,793982.0,636031.0,636031.0,232179500.0,2.14,296988.0
1339_grid_b27_meta_correlated_nested__c39_bounded_random_walk,1339_grid_b27_meta_correlated_nested__c39_bounded_random_walk,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,687245.0,679047.0,138589.0,1919.0,98206.0,12721.0,103840.0,802.0,1971.0,1906.0,0.00034,1.0121,0.9881,0.013847,0.129534,0.007723,,138589.0,89479.0,0.645643,650.0,2291.0,0.0,3416.0,3412.0,2532.0,2137.0,395.0,21390.0,2185.0,93481.0,1608.0,2291.0,0.0,127.0,25.0,1967.0,111.0,42690.0,7991.0,55516.0,4730.0,66218.452873,0.01396,860.0,142.0,74773.066085,0.005797,210.0,956.0,918.0,76222.980063,0.967022,0.0,142.0,25097.59,359281049.0,87.57,1906.0,47465.0,32.0,827755.0,687319.0,687319.0,339522500.0,2.42,284233.0
1340_grid_b27_meta_correlated_nested__c40_causal_attention_triangular,1340_grid_b27_meta_correlated_nested__c40_causal_attention_triangular,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,680401.0,1113921.0,149368.0,1943.0,99118.0,12649.0,119961.0,798.0,1973.0,1908.0,0.000557,0.6108,1.6372,0.013008,0.127616,0.006652,,149368.0,99784.0,0.668041,653.0,2299.0,0.0,3426.0,3421.0,2571.0,2145.0,426.0,31469.0,2209.0,93708.0,1626.0,2299.0,0.0,135.0,26.0,1969.0,112.0,43554.0,7937.0,55564.0,4712.0,67102.691043,0.013913,868.0,142.0,75340.224311,0.004952,200.0,964.0,926.0,76547.955975,0.967055,0.0,142.0,25406.18,219247343.0,86.79,1908.0,47545.0,32.0,878026.0,680477.0,680477.0,556960000.0,3.64,186997.0
1341_grid_b27_meta_correlated_nested__c41_skip_list_multilevel_hop,1341_grid_b27_meta_correlated_nested__c41_skip_list_multilevel_hop,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,750483.0,509567.0,175460.0,1939.0,97643.0,12694.0,118666.0,781.0,1963.0,1902.0,0.000255,1.4728,0.679,0.011051,0.130004,0.006581,,175460.0,130611.0,0.744392,647.0,2296.0,0.0,3397.0,3393.0,2507.0,2152.0,355.0,19230.0,2208.0,115549.0,1630.0,2296.0,0.0,132.0,27.0,1971.0,113.0,42088.0,7978.0,55555.0,4716.0,66189.730424,0.014072,863.0,142.0,74618.43662,0.00498,197.0,957.0,919.0,75802.576236,0.968925,0.0,142.0,24673.76,477771280.0,87.54,1902.0,46658.0,32.0,850717.0,750559.0,750559.0,254783000.0,2.3,325638.0
1342_grid_b27_meta_correlated_nested__c42_cache_oblivious_funnel_stride,1342_grid_b27_meta_correlated_nested__c42_cache_oblivious_funnel_stride,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,1545905.0,1187997.0,1484020.0,22195.0,115642.0,12679.0,138433.0,803.0,1964.0,1899.0,0.000594,1.3013,0.7685,0.014956,0.10964,0.005801,,1484020.0,1438525.0,0.969343,658.0,2301.0,0.0,3463.0,3459.0,2571.0,2137.0,434.0,874507.0,22685.0,368611.0,21872.0,2301.0,0.0,137.0,27.0,1971.0,117.0,60082.0,7956.0,55560.0,4723.0,66644.091648,0.011821,856.0,141.0,77085.303861,0.004313,204.0,953.0,916.0,76756.450764,0.966904,0.0,141.0,25609.93,204606750.0,86.89,1899.0,47286.0,32.0,3389170.0,1545981.0,1545981.0,593998000.0,6.2,249152.0
1343_grid_b27_meta_correlated_nested__c43_whole_buffer_rotation,1343_grid_b27_meta_correlated_nested__c43_whole_buffer_rotation,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,583761.0,454670.0,139939.0,1898.0,97678.0,12666.0,95528.0,787.0,1972.0,1910.0,0.000227,1.2839,0.7789,0.013563,0.129671,0.008238,,139939.0,93452.0,0.667805,649.0,2293.0,0.0,3332.0,3328.0,2475.0,2139.0,336.0,22262.0,2168.0,93507.0,1593.0,2293.0,0.0,129.0,26.0,1969.0,111.0,42155.0,7940.0,55523.0,4726.0,67002.442839,0.014118,868.0,144.0,76341.80305,0.006229,205.0,965.0,926.0,76419.109948,0.96856,0.0,144.0,25285.08,537709850.0,87.49,1910.0,47665.0,32.0,699838.0,583837.0,583837.0,227334500.0,1.93,301886.0
1344_grid_b27_meta_correlated_nested__c44_naive_gemm_row_col_alternation,1344_grid_b27_meta_correlated_nested__c44_naive_gemm_row_col_alternation,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,701603.0,1119224.0,181342.0,2257.0,98578.0,12655.0,138621.0,817.0,1969.0,1906.0,0.00056,0.6269,1.5952,0.012446,0.128375,0.005894,,181342.0,133732.0,0.737457,661.0,2302.0,0.0,3404.0,3400.0,2555.0,2139.0,416.0,30389.0,2526.0,115751.0,1937.0,2302.0,0.0,138.0,27.0,1971.0,115.0,42998.0,7941.0,55580.0,4714.0,66568.387357,0.013898,859.0,140.0,73137.084455,0.004328,211.0,955.0,918.0,75519.150052,0.968004,0.0,140.0,24389.17,217979990.0,87.25,1906.0,45927.0,32.0,856210.0,701679.0,701679.0,559611000.0,3.36,208801.0
1345_grid_b27_meta_correlated_nested__c45_read_hot_write_cold_split,1345_grid_b27_meta_correlated_nested__c45_read_hot_write_cold_split,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,577576.0,669325.0,188950.0,2273.0,103997.0,12698.0,105140.0,795.0,1970.0,1907.0,0.000335,0.8629,1.1589,0.01203,0.1221,0.007561,,188950.0,137389.0,0.727118,659.0,2297.0,0.0,3423.0,3418.0,2571.0,2150.0,421.0,47608.0,2532.0,115558.0,1960.0,2297.0,0.0,133.0,26.0,1969.0,112.0,48456.0,7973.0,55541.0,4725.0,66208.96527,0.013193,861.0,142.0,74737.733333,0.005697,209.0,959.0,920.0,76068.432092,0.96802,0.0,142.0,24955.82,364690889.0,87.52,1907.0,46654.0,32.0,784656.0,577652.0,577652.0,334661500.0,2.35,245279.0
1346_grid_b27_meta_correlated_nested__c46_cantor_gap_sparse,1346_grid_b27_meta_correlated_nested__c46_cantor_gap_sparse,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,1045040.0,1743086.0,905530.0,9592.0,138225.0,12663.0,236397.0,820.0,1966.0,1904.0,0.000872,0.5995,1.668,0.010593,0.091612,0.003469,,905530.0,882601.0,0.974679,666.0,2289.0,0.0,3418.0,3415.0,2529.0,2112.0,417.0,579052.0,13046.0,280216.0,9275.0,2289.0,0.0,125.0,26.0,1965.0,112.0,82718.0,7936.0,55507.0,4727.0,66489.137092,0.009882,855.0,142.0,73326.217073,0.002542,212.0,951.0,914.0,76191.701681,0.968464,0.0,142.0,25055.02,139816555.0,87.45,1904.0,46175.0,32.0,2834524.0,1045114.0,1045114.0,871542000.0,6.71,155657.0
1347_grid_b27_meta_correlated_nested__c47_false_sharing_line_cycle,1347_grid_b27_meta_correlated_nested__c47_false_sharing_line_cycle,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,569908.0,444919.0,144362.0,1908.0,100401.0,12659.0,97159.0,816.0,1983.0,1920.0,0.000222,1.2809,0.7807,0.013217,0.126084,0.008399,,144362.0,96411.0,0.667842,661.0,2296.0,0.0,3391.0,3387.0,2489.0,2135.0,354.0,26639.0,2174.0,93544.0,1597.0,2296.0,0.0,132.0,27.0,1969.0,113.0,44865.0,7936.0,55536.0,4723.0,67333.828975,0.013735,868.0,142.0,75484.067402,0.006247,211.0,965.0,926.0,76397.65625,0.96823,0.0,142.0,25287.76,552372690.0,87.14,1920.0,48055.0,32.0,702836.0,569984.0,569984.0,222458500.0,2.53,225015.0
1348_grid_b27_meta_correlated_nested__c48_exponential_backoff_probe,1348_grid_b27_meta_correlated_nested__c48_exponential_backoff_probe,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,725576.0,469150.0,165645.0,2096.0,98676.0,12658.0,122818.0,800.0,1976.0,1913.0,0.000235,1.5466,0.6466,0.012654,0.128278,0.006514,,165645.0,119838.0,0.723463,659.0,2297.0,0.0,3416.0,3412.0,2519.0,2147.0,372.0,22762.0,2355.0,115558.0,1781.0,2297.0,0.0,133.0,26.0,1969.0,114.0,43122.0,7947.0,55554.0,4711.0,66961.679412,0.013864,857.0,141.0,75843.1225,0.004959,213.0,952.0,915.0,76401.725039,0.968117,0.0,141.0,25266.73,521932265.0,86.93,1913.0,46976.0,32.0,847971.0,725652.0,725652.0,234574500.0,2.37,305648.0
1349_grid_b27_meta_correlated_nested__c49_binary_heap_parent_child,1349_grid_b27_meta_correlated_nested__c49_binary_heap_parent_child,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,767950.0,1127435.0,565118.0,19768.0,139601.0,12689.0,429341.0,801.0,1956.0,1891.0,0.000564,0.6811,1.4681,0.03498,0.090895,0.001866,,565118.0,485836.0,0.859707,658.0,2296.0,0.0,3414.0,3409.0,2535.0,2133.0,402.0,362045.0,23900.0,152199.0,19454.0,2296.0,0.0,132.0,26.0,1969.0,112.0,84048.0,7970.0,55553.0,4719.0,66615.686106,0.009814,859.0,141.0,73289.636704,0.00137,195.0,954.0,917.0,75936.541512,0.966769,0.0,141.0,24843.2,214689286.0,87.15,1891.0,45291.0,32.0,2092093.0,768026.0,768026.0,563717000.0,5.31,144538.0
1350_grid_b27_meta_correlated_nested__c50_streaming_with_periodic_flush,1350_grid_b27_meta_correlated_nested__c50_streaming_with_periodic_flush,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,584201.0,649004.0,183451.0,2216.0,103651.0,12716.0,105104.0,781.0,1964.0,1902.0,0.000325,0.9002,1.1109,0.01208,0.122681,0.007431,,183451.0,132062.0,0.719876,651.0,2301.0,0.0,3386.0,3382.0,2502.0,2155.0,347.0,45642.0,2481.0,113612.0,1908.0,2301.0,0.0,137.0,27.0,1971.0,113.0,48092.0,7991.0,55559.0,4725.0,66758.48844,0.013246,862.0,141.0,73982.072983,0.005642,203.0,959.0,920.0,76180.86225,0.968432,0.0,141.0,25047.45,375123073.0,87.49,1902.0,46965.0,32.0,792281.0,584277.0,584277.0,324501500.0,2.53,230705.0
1351_grid_b28_data_driven_stack_machine__c01_sequential_unit_stride,1351_grid_b28_data_driven_stack_machine__c01_sequential_unit_stride,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,519470.0,325241.0,121204.0,925.0,97194.0,12693.0,51053.0,811.0,1974.0,1912.0,0.000163,1.5972,0.6261,0.007632,0.130594,0.015885,,121204.0,76248.0,0.629088,660.0,2298.0,0.0,3411.0,3407.0,2543.0,2132.0,411.0,7045.0,1195.0,93573.0,613.0,2298.0,0.0,133.0,26.0,1971.0,114.0,41652.0,7972.0,55542.0,4721.0,66711.096195,0.014096,860.0,143.0,73474.720099,0.011831,210.0,955.0,916.0,75726.987448,0.968592,0.0,143.0,24598.06,752478170.0,87.45,1912.0,47114.0,32.0,552945.0,519546.0,519546.0,162620000.0,2.01,257788.0
1352_grid_b28_data_driven_stack_machine__c02_sequential_wraparound_large,1352_grid_b28_data_driven_stack_machine__c02_sequential_wraparound_large,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,519730.0,326571.0,121249.0,927.0,97225.0,12688.0,51072.0,812.0,1984.0,1921.0,0.000163,1.5915,0.6283,0.007645,0.130501,0.015899,,121249.0,76062.0,0.627321,661.0,2303.0,0.0,3406.0,3402.0,2548.0,2133.0,415.0,7011.0,1197.0,93637.0,615.0,2303.0,0.0,138.0,26.0,1971.0,114.0,41663.0,7967.0,55562.0,4721.0,67048.230139,0.014194,870.0,143.0,73782.017241,0.011826,210.0,965.0,925.0,76133.003644,0.968246,0.0,143.0,25006.38,752941176.0,87.61,1921.0,46916.0,32.0,553330.0,519806.0,519806.0,163285000.0,1.52,341258.0
1353_grid_b28_data_driven_stack_machine__c03_fixed_stride_small,1353_grid_b28_data_driven_stack_machine__c03_fixed_stride_small,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,509500.0,313147.0,119151.0,949.0,97185.0,12682.0,41381.0,798.0,1977.0,1912.0,0.000157,1.627,0.6146,0.007965,0.130493,0.019284,,119151.0,73122.0,0.613692,654.0,2294.0,0.0,3376.0,3372.0,2546.0,2139.0,407.0,7349.0,1213.0,93524.0,634.0,2294.0,0.0,129.0,27.0,1971.0,113.0,41659.0,7958.0,55526.0,4724.0,66890.469879,0.014179,868.0,143.0,74703.631579,0.014499,207.0,963.0,924.0,76805.700837,0.967122,0.0,143.0,25679.92,781542097.0,87.55,1912.0,47487.0,32.0,545821.0,509576.0,509576.0,156572500.0,1.58,321774.0
1354_grid_b28_data_driven_stack_machine__c04_fixed_stride_large,1354_grid_b28_data_driven_stack_machine__c04_fixed_stride_large,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,523001.0,319409.0,128124.0,1378.0,97798.0,12672.0,47712.0,795.0,1962.0,1895.0,0.00016,1.6374,0.6107,0.010755,0.129573,0.016662,,128124.0,81124.0,0.633168,648.0,2294.0,0.0,3352.0,3347.0,2513.0,2129.0,384.0,14070.0,1631.0,93525.0,1062.0,2294.0,0.0,129.0,27.0,1971.0,113.0,42272.0,7947.0,55526.0,4725.0,66873.496133,0.01408,867.0,143.0,73476.728302,0.012282,193.0,962.0,923.0,75794.195251,0.965851,0.0,143.0,24695.65,759404899.0,87.55,1895.0,45803.0,32.0,593858.0,523077.0,523077.0,159704000.0,1.59,329219.0
1355_grid_b28_data_driven_stack_machine__c05_random_small_working_set,1355_grid_b28_data_driven_stack_machine__c05_random_small_working_set,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,567570.0,323334.0,120620.0,913.0,97348.0,12701.0,57880.0,818.0,1980.0,1916.0,0.000162,1.7554,0.5697,0.007569,0.13047,0.014133,,120620.0,75759.0,0.62808,662.0,2300.0,0.0,3447.0,3443.0,2509.0,2149.0,360.0,6434.0,1176.0,93595.0,600.0,2300.0,0.0,135.0,26.0,1969.0,114.0,41800.0,7981.0,55548.0,4720.0,66228.559956,0.014114,864.0,143.0,73611.858191,0.010504,212.0,958.0,920.0,75637.526096,0.967677,0.0,143.0,24527.4,758499751.0,87.53,1916.0,47882.0,32.0,598766.0,567646.0,567646.0,161666500.0,1.51,375660.0
1356_grid_b28_data_driven_stack_machine__c06_random_full_working_set,1356_grid_b28_data_driven_stack_machine__c06_random_full_working_set,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,567495.0,323974.0,120433.0,918.0,97237.0,12679.0,57811.0,821.0,1978.0,1913.0,0.000162,1.7517,0.5709,0.007622,0.130393,0.014201,,120433.0,75670.0,0.628316,663.0,2299.0,0.0,3423.0,3419.0,2509.0,2138.0,371.0,6266.0,1177.0,93580.0,604.0,2299.0,0.0,134.0,26.0,1969.0,114.0,41694.0,7958.0,55543.0,4721.0,66625.083997,0.014079,859.0,142.0,73541.411693,0.010552,214.0,954.0,915.0,76003.659174,0.967139,0.0,142.0,24888.0,755816071.0,87.56,1913.0,47024.0,32.0,598030.0,567571.0,567571.0,161986500.0,1.67,339050.0
1357_grid_b28_data_driven_stack_machine__c07_matrix_row_major,1357_grid_b28_data_driven_stack_machine__c07_matrix_row_major,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,611448.0,887251.0,121514.0,948.0,97162.0,12695.0,76747.0,815.0,1964.0,1898.0,0.000444,0.6891,1.4511,0.007802,0.130658,0.010619,,121514.0,76607.0,0.630438,657.0,2291.0,0.0,3384.0,3379.0,2540.0,2128.0,412.0,7336.0,1234.0,93612.0,630.0,2291.0,0.0,127.0,28.0,1967.0,112.0,41644.0,7969.0,55518.0,4726.0,66898.380307,0.014121,862.0,145.0,74210.426994,0.007701,199.0,956.0,917.0,76401.211802,0.966395,0.0,145.0,25251.84,273816850.0,87.25,1898.0,47179.0,32.0,647238.0,611522.0,611522.0,443625000.0,2.3,265476.0
1358_grid_b28_data_driven_stack_machine__c08_matrix_col_major,1358_grid_b28_data_driven_stack_machine__c08_matrix_col_major,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,610777.0,886705.0,123581.0,1162.0,97148.0,12689.0,80950.0,794.0,1955.0,1888.0,0.000443,0.6888,1.4518,0.009403,0.130615,0.009809,,123581.0,78023.0,0.631351,649.0,2291.0,0.0,3349.0,3344.0,2514.0,2123.0,391.0,9504.0,1424.0,93612.0,852.0,2291.0,0.0,127.0,27.0,1967.0,112.0,41631.0,7962.0,55517.0,4727.0,66527.657105,0.014112,861.0,144.0,73871.535264,0.007227,193.0,955.0,917.0,75773.040254,0.965729,0.0,144.0,24671.74,272541908.0,87.34,1888.0,45281.0,32.0,661165.0,610851.0,610851.0,443352000.0,2.3,265670.0
1359_grid_b28_data_driven_stack_machine__c09_matrix_tiled_blocked,1359_grid_b28_data_driven_stack_machine__c09_matrix_tiled_blocked,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,868671.0,889229.0,165772.0,937.0,97184.0,12672.0,94837.0,810.0,1973.0,1909.0,0.000445,0.9769,1.0237,0.005652,0.130392,0.008541,,165772.0,76333.0,0.46047,658.0,2295.0,0.0,3418.0,3413.0,2579.0,2140.0,439.0,7525.0,1224.0,137667.0,627.0,2295.0,0.0,131.0,27.0,1971.0,114.0,41635.0,7959.0,55549.0,4713.0,66558.707386,0.014118,862.0,141.0,73275.923457,0.006337,208.0,956.0,918.0,76223.939235,0.967562,0.0,141.0,25111.45,274791476.0,87.17,1909.0,47641.0,32.0,906329.0,868747.0,868747.0,444613500.0,2.83,306660.0
1360_grid_b28_data_driven_stack_machine__c10_pointer_chase_linked_list,1360_grid_b28_data_driven_stack_machine__c10_pointer_chase_linked_list,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,596385.0,530835.0,189704.0,8881.0,162114.0,17276.0,108938.0,809.0,2624.0,2166.0,0.000265,1.1235,0.8901,0.046815,0.106567,0.007426,,189704.0,143275.0,0.755256,656.0,2305.0,0.0,3448.0,3444.0,2603.0,2149.0,454.0,78193.0,9891.0,101839.0,8572.0,2305.0,0.0,136.0,27.0,1971.0,114.0,94250.0,8422.0,67864.0,8854.0,66184.066914,0.012442,1507.0,636.0,73627.313968,0.005572,210.0,1313.0,919.0,75836.103416,0.825457,0.0,636.0,24759.58,522288554.0,88.0,2166.0,46473.0,32.0,1055979.0,596461.0,596461.0,265416500.0,2.45,243020.0
1361_grid_b28_data_driven_stack_machine__c11_sliding_window,1361_grid_b28_data_driven_stack_machine__c11_sliding_window,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,608968.0,479896.0,156383.0,2456.0,98754.0,12683.0,99526.0,808.0,1975.0,1911.0,0.00024,1.269,0.788,0.015705,0.12843,0.008118,,156383.0,101207.0,0.647174,647.0,2289.0,0.0,3414.0,3410.0,2535.0,2126.0,409.0,42375.0,2741.0,93455.0,2145.0,2289.0,0.0,125.0,27.0,1965.0,109.0,43248.0,7959.0,55506.0,4724.0,66447.680833,0.013913,864.0,147.0,73582.919554,0.006019,204.0,957.0,918.0,75716.117216,0.967595,0.0,147.0,24614.73,509711499.0,87.02,1911.0,48509.0,32.0,855276.0,609042.0,609042.0,239947500.0,2.07,294109.0
1362_grid_b28_data_driven_stack_machine__c12_prime_stride_anti_alias,1362_grid_b28_data_driven_stack_machine__c12_prime_stride_anti_alias,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,523519.0,303833.0,120411.0,923.0,97201.0,12672.0,45068.0,800.0,1962.0,1895.0,0.000152,1.723,0.5804,0.007665,0.130369,0.017751,,120411.0,75717.0,0.628821,649.0,2299.0,0.0,3352.0,3347.0,2525.0,2134.0,391.0,6236.0,1176.0,93585.0,606.0,2299.0,0.0,134.0,27.0,1971.0,113.0,41655.0,7947.0,55546.0,4725.0,66871.010338,0.014167,867.0,143.0,73222.49875,0.013003,193.0,962.0,923.0,75739.577836,0.965851,0.0,143.0,24641.95,798335922.0,87.49,1895.0,45956.0,32.0,553771.0,523595.0,523595.0,151916000.0,1.62,323631.0
1363_grid_b28_data_driven_stack_machine__c13_two_stream_interleaved,1363_grid_b28_data_driven_stack_machine__c13_two_stream_interleaved,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,609428.0,359563.0,120364.0,934.0,97330.0,12675.0,74733.0,809.0,1963.0,1898.0,0.00018,1.6949,0.59,0.00776,0.130227,0.010825,,120364.0,75511.0,0.627355,657.0,2298.0,0.0,3443.0,3438.0,2570.0,2154.0,416.0,6212.0,1191.0,93567.0,617.0,2298.0,0.0,133.0,27.0,1969.0,111.0,41792.0,7950.0,55538.0,4725.0,66917.075897,0.014107,863.0,144.0,75349.194067,0.007881,199.0,958.0,919.0,76898.05058,0.966887,0.0,144.0,25749.34,675666505.0,86.88,1898.0,48017.0,32.0,639699.0,609504.0,609504.0,179781000.0,1.61,379007.0
1364_grid_b28_data_driven_stack_machine__c14_temporal_burst_reuse,1364_grid_b28_data_driven_stack_machine__c14_temporal_burst_reuse,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,567339.0,363700.0,131120.0,2230.0,80054.0,12676.0,83132.0,810.0,1975.0,1911.0,0.000182,1.5599,0.6411,0.017007,0.158343,0.009744,,131120.0,82989.0,0.632924,657.0,2296.0,0.0,3466.0,3462.0,2567.0,2137.0,430.0,16998.0,2494.0,93544.0,1916.0,2296.0,0.0,131.0,28.0,1969.0,110.0,24524.0,7958.0,55530.0,4718.0,66656.787393,0.017138,862.0,144.0,75447.52963,0.007229,205.0,957.0,918.0,76085.034014,0.967595,0.0,144.0,24985.61,672556152.0,86.81,1911.0,49046.0,32.0,658026.0,567415.0,567415.0,181849500.0,1.79,317050.0
1365_grid_b28_data_driven_stack_machine__c15_reverse_sequential,1365_grid_b28_data_driven_stack_machine__c15_reverse_sequential,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,525280.0,325043.0,120558.0,912.0,97092.0,12698.0,45864.0,808.0,1971.0,1907.0,0.000163,1.616,0.6188,0.007565,0.130783,0.017617,,120558.0,75787.0,0.628635,653.0,2294.0,0.0,3397.0,3393.0,2568.0,2139.0,429.0,6458.0,1170.0,93525.0,596.0,2294.0,0.0,129.0,27.0,1971.0,114.0,41566.0,7976.0,55526.0,4722.0,66445.852969,0.014121,861.0,143.0,72668.314356,0.013082,208.0,957.0,918.0,75778.447824,0.967529,0.0,143.0,24668.33,750969878.0,87.57,1907.0,46900.0,32.0,556367.0,525356.0,525356.0,162520500.0,1.54,341255.0
1366_grid_b28_data_driven_stack_machine__c16_block_sparse,1366_grid_b28_data_driven_stack_machine__c16_block_sparse,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,620016.0,366132.0,149440.0,1812.0,98266.0,12650.0,79744.0,780.0,1972.0,1911.0,0.000183,1.6934,0.5905,0.012125,0.128732,0.009781,,149440.0,103205.0,0.690612,649.0,2288.0,0.0,3345.0,3341.0,2503.0,2116.0,387.0,13443.0,2074.0,115445.0,1502.0,2288.0,0.0,123.0,28.0,1967.0,111.0,42765.0,7938.0,55501.0,4712.0,66989.995415,0.014044,870.0,145.0,74121.152564,0.007399,197.0,964.0,924.0,76152.799581,0.969067,0.0,145.0,25101.13,668088744.0,87.39,1911.0,47919.0,32.0,684003.0,620090.0,620090.0,183065500.0,1.72,361406.0
